pathway	DB	n	statistic	df	p	method
Insulin processing Homo sapiens R-HSA-264876	Reactome_2016	63	1.265625	1	0.261	Kruskal-Wallis
Insulin receptor recycling Homo sapiens R-HSA-77387	Reactome_2016	63	0.197530864197546	1	0.657	Kruskal-Wallis
Insulin receptor signalling cascade Homo sapiens R-HSA-74751	Reactome_2016	63	0.0493827160493936	1	0.824	Kruskal-Wallis
Integration of energy metabolism Homo sapiens R-HSA-163685	Reactome_2016	63	0.482253086419774	1	0.487	Kruskal-Wallis
Integrin alphaIIb beta3 signaling Homo sapiens R-HSA-354192	Reactome_2016	63	0.390625	1	0.532	Kruskal-Wallis
Integrin cell surface interactions Homo sapiens R-HSA-216083	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Interaction between L1 and Ankyrins Homo sapiens R-HSA-445095	Reactome_2016	63	0.015625	1	0.901	Kruskal-Wallis
Interactions of Rev with host cellular proteins Homo sapiens R-HSA-177243	Reactome_2016	63	2.2085262345679	1	0.137	Kruskal-Wallis
Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033	Reactome_2016	63	3.16049382716051	1	0.0754	Kruskal-Wallis
Interferon alpha/beta signaling Homo sapiens R-HSA-909733	Reactome_2016	63	1	1	0.317	Kruskal-Wallis
Interferon gamma signaling Homo sapiens R-HSA-877300	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
Interferon Signaling Homo sapiens R-HSA-913531	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
Interleukin receptor SHC signaling Homo sapiens R-HSA-912526	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Interleukin-1 signaling Homo sapiens R-HSA-446652	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Interleukin-2 signaling Homo sapiens R-HSA-451927	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
Interleukin-6 family signaling Homo sapiens R-HSA-6783589	Reactome_2016	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Intra-Golgi and retrograde Golgi-to-ER traffic Homo sapiens R-HSA-6811442	Reactome_2016	63	4.05574845679016	1	0.044	Kruskal-Wallis
Intra-Golgi traffic Homo sapiens R-HSA-6811438	Reactome_2016	63	0.26408179012347	1	0.607	Kruskal-Wallis
Intraflagellar transport Homo sapiens R-HSA-5620924	Reactome_2016	63	2.91840277777777	1	0.0876	Kruskal-Wallis
Intrinsic Pathway for Apoptosis Homo sapiens R-HSA-109606	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
Intrinsic Pathway of Fibrin Clot Formation Homo sapiens R-HSA-140837	Reactome_2016	63	3.11130401234567	1	0.0778	Kruskal-Wallis
Inwardly rectifying K+ channels Homo sapiens R-HSA-1296065	Reactome_2016	63	0.648919753086432	1	0.42	Kruskal-Wallis
Ion channel transport Homo sapiens R-HSA-983712	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
Ion homeostasis Homo sapiens R-HSA-5578775	Reactome_2016	63	1.23456790123456	1	0.267	Kruskal-Wallis
Ion transport by P-type ATPases Homo sapiens R-HSA-936837	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
IRE1alpha activates chaperones Homo sapiens R-HSA-381070	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Iron uptake and transport Homo sapiens R-HSA-917937	Reactome_2016	63	1.890625	1	0.169	Kruskal-Wallis
IRS-mediated signalling Homo sapiens R-HSA-112399	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
ISG15 antiviral mechanism Homo sapiens R-HSA-1169408	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1 Homo sapiens R-HSA-450321	Reactome_2016	63	2.33410493827157	1	0.127	Kruskal-Wallis
Keratan sulfate biosynthesis Homo sapiens R-HSA-2022854	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Keratan sulfate/keratin metabolism Homo sapiens R-HSA-1638074	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Kinesins Homo sapiens R-HSA-983189	Reactome_2016	63	1.52797067901233	1	0.216	Kruskal-Wallis
KSRP (KHSRP) binds and destabilizes mRNA Homo sapiens R-HSA-450604	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
L1CAM interactions Homo sapiens R-HSA-373760	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
Lagging Strand Synthesis Homo sapiens R-HSA-69186	Reactome_2016	63	1.29706790123456	1	0.255	Kruskal-Wallis
Laminin interactions Homo sapiens R-HSA-3000157	Reactome_2016	63	0.865933641975317	1	0.352	Kruskal-Wallis
Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
Ligand-dependent caspase activation Homo sapiens R-HSA-140534	Reactome_2016	63	0.023341049382708	1	0.879	Kruskal-Wallis
Ligand-gated ion channel transport Homo sapiens R-HSA-975298	Reactome_2016	63	0.891975308641975	1	0.345	Kruskal-Wallis
Lipid digestion, mobilization, and transport Homo sapiens R-HSA-73923	Reactome_2016	63	0.00308641975308888	1	0.956	Kruskal-Wallis
Lipoprotein metabolism Homo sapiens R-HSA-174824	Reactome_2016	63	0.173611111111114	1	0.677	Kruskal-Wallis
Loss of Nlp from mitotic centrosomes Homo sapiens R-HSA-380259	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
Loss of proteins required for interphase microtubule organization from the centrosome Homo sapiens R-HSA-380284	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
Lysosome Vesicle Biogenesis Homo sapiens R-HSA-432720	Reactome_2016	63	0.340277777777771	1	0.56	Kruskal-Wallis
M Phase Homo sapiens R-HSA-68886	Reactome_2016	63	0.444444444444457	1	0.505	Kruskal-Wallis
M/G1 Transition Homo sapiens R-HSA-68874	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Macroautophagy Homo sapiens R-HSA-1632852	Reactome_2016	63	1.17361111111111	1	0.279	Kruskal-Wallis
Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226	Reactome_2016	63	2.2085262345679	1	0.137	Kruskal-Wallis
MAP kinase activation in TLR cascade Homo sapiens R-HSA-450294	Reactome_2016	63	0.26408179012347	1	0.607	Kruskal-Wallis
MAP2K and MAPK activation Homo sapiens R-HSA-5674135	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
MAP3K8 (TPL2)-dependent MAPK1/3 activation Homo sapiens R-HSA-5684264	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
MAPK family signaling cascades Homo sapiens R-HSA-5683057	Reactome_2016	63	0.00945216049382225	1	0.923	Kruskal-Wallis
MAPK targets/ Nuclear events mediated by MAP kinases Homo sapiens R-HSA-450282	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
MAPK1/MAPK3 signaling Homo sapiens R-HSA-5684996	Reactome_2016	63	0.37345679012347	1	0.541	Kruskal-Wallis
MAPK6/MAPK4 signaling Homo sapiens R-HSA-5687128	Reactome_2016	63	0.671489197530889	1	0.413	Kruskal-Wallis
Meiosis Homo sapiens R-HSA-1500620	Reactome_2016	63	3.88966049382717	1	0.0486	Kruskal-Wallis
Meiotic recombination Homo sapiens R-HSA-912446	Reactome_2016	63	4.22530864197532	1	0.0398	Kruskal-Wallis
Meiotic synapsis Homo sapiens R-HSA-1221632	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Membrane Trafficking Homo sapiens R-HSA-199991	Reactome_2016	63	3.16049382716051	1	0.0754	Kruskal-Wallis
Metabolism Homo sapiens R-HSA-1430728	Reactome_2016	63	0.191655801825277	1	0.662	Kruskal-Wallis
Metabolism of amino acids and derivatives Homo sapiens R-HSA-71291	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Metabolism of Angiotensinogen to Angiotensins Homo sapiens R-HSA-2022377	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Metabolism of carbohydrates Homo sapiens R-HSA-71387	Reactome_2016	63	0.023341049382708	1	0.879	Kruskal-Wallis
Metabolism of fat-soluble vitamins Homo sapiens R-HSA-6806667	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Metabolism of folate and pterines Homo sapiens R-HSA-196757	Reactome_2016	63	1.23456790123456	1	0.267	Kruskal-Wallis
Metabolism of lipids and lipoproteins Homo sapiens R-HSA-556833	Reactome_2016	63	0.298765432098776	1	0.585	Kruskal-Wallis
Metabolism of nitric oxide Homo sapiens R-HSA-202131	Reactome_2016	63	4.57484567901233	1	0.0324	Kruskal-Wallis
Metabolism of non-coding RNA Homo sapiens R-HSA-194441	Reactome_2016	63	6.60204475308643	1	0.0102	Kruskal-Wallis
Metabolism of nucleotides Homo sapiens R-HSA-15869	Reactome_2016	63	0.340277777777771	1	0.56	Kruskal-Wallis
Metabolism of polyamines Homo sapiens R-HSA-351202	Reactome_2016	63	0.00694444444445708	1	0.934	Kruskal-Wallis
Metabolism of porphyrins Homo sapiens R-HSA-189445	Reactome_2016	63	1.70447530864197	1	0.192	Kruskal-Wallis
Metabolism of proteins Homo sapiens R-HSA-392499	Reactome_2016	63	0.11679124118325	1	0.733	Kruskal-Wallis
Metabolism of steroid hormones Homo sapiens R-HSA-196071	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
Metabolism of vitamins and cofactors Homo sapiens R-HSA-196854	Reactome_2016	63	0.185378086419774	1	0.667	Kruskal-Wallis
Metabolism of water-soluble vitamins and cofactors Homo sapiens R-HSA-196849	Reactome_2016	63	1.74093364197532	1	0.187	Kruskal-Wallis
Metal ion SLC transporters Homo sapiens R-HSA-425410	Reactome_2016	63	0.111111111111114	1	0.739	Kruskal-Wallis
MHC class II antigen presentation Homo sapiens R-HSA-2132295	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
MicroRNA (miRNA) biogenesis Homo sapiens R-HSA-203927	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
Miscellaneous transport and binding events Homo sapiens R-HSA-5223345	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
Mismatch Repair Homo sapiens R-HSA-5358508	Reactome_2016	63	4	1	0.0455	Kruskal-Wallis
Misspliced GSK3beta mutants stabilize beta-catenin Homo sapiens R-HSA-5339716	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
Mitochondrial biogenesis Homo sapiens R-HSA-1592230	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Mitochondrial Fatty Acid Beta-Oxidation Homo sapiens R-HSA-77289	Reactome_2016	63	0.501736111111114	1	0.479	Kruskal-Wallis
Mitochondrial protein import Homo sapiens R-HSA-1268020	Reactome_2016	63	0.390625	1	0.532	Kruskal-Wallis
Mitochondrial translation elongation Homo sapiens R-HSA-5389840	Reactome_2016	63	1	1	0.317	Kruskal-Wallis
Mitochondrial translation Homo sapiens R-HSA-5368287	Reactome_2016	63	1.46006944444446	1	0.227	Kruskal-Wallis
Mitochondrial translation initiation Homo sapiens R-HSA-5368286	Reactome_2016	63	1.14371141975309	1	0.285	Kruskal-Wallis
Mitochondrial translation termination Homo sapiens R-HSA-5419276	Reactome_2016	63	1.265625	1	0.261	Kruskal-Wallis
Mitochondrial tRNA aminoacylation Homo sapiens R-HSA-379726	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Mitophagy Homo sapiens R-HSA-5205647	Reactome_2016	63	3.36111111111111	1	0.0668	Kruskal-Wallis
Mitotic Anaphase Homo sapiens R-HSA-68882	Reactome_2016	63	0.463155864197546	1	0.496	Kruskal-Wallis
Mitotic G1-G1/S phases Homo sapiens R-HSA-453279	Reactome_2016	63	0.694444444444457	1	0.405	Kruskal-Wallis
Mitotic G2-G2/M phases Homo sapiens R-HSA-453274	Reactome_2016	63	0.482253086419774	1	0.487	Kruskal-Wallis
Mitotic Metaphase and Anaphase Homo sapiens R-HSA-2555396	Reactome_2016	63	0.463155864197546	1	0.496	Kruskal-Wallis
Mitotic Prometaphase Homo sapiens R-HSA-68877	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
Mitotic Prophase Homo sapiens R-HSA-68875	Reactome_2016	63	1	1	0.317	Kruskal-Wallis
Mitotic Spindle Checkpoint Homo sapiens R-HSA-69618	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
Molecules associated with elastic fibres Homo sapiens R-HSA-2129379	Reactome_2016	63	1.46006944444446	1	0.227	Kruskal-Wallis
mRNA 3'-end processing Homo sapiens R-HSA-72187	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
mRNA Capping Homo sapiens R-HSA-72086	Reactome_2016	63	0.482253086419774	1	0.487	Kruskal-Wallis
mRNA decay by 5' to 3' exoribonuclease Homo sapiens R-HSA-430039	Reactome_2016	63	0.197530864197546	1	0.657	Kruskal-Wallis
mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163	Reactome_2016	63	0.5625	1	0.453	Kruskal-Wallis
mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	Reactome_2016	63	1.14371141975309	1	0.285	Kruskal-Wallis
mRNA Splicing Homo sapiens R-HSA-72172	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
mTOR signalling Homo sapiens R-HSA-165159	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
mTORC1-mediated signalling Homo sapiens R-HSA-166208	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
Muscle contraction Homo sapiens R-HSA-397014	Reactome_2016	63	0.815007716049394	1	0.367	Kruskal-Wallis
MyD88 cascade initiated on plasma membrane Homo sapiens R-HSA-975871	Reactome_2016	63	0.120563271604908	1	0.728	Kruskal-Wallis
MyD88 dependent cascade initiated on endosome Homo sapiens R-HSA-975155	Reactome_2016	63	0.0850694444444571	1	0.771	Kruskal-Wallis
MyD88-independent TLR3/TLR4 cascade Homo sapiens R-HSA-166166	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
MyD88:Mal cascade initiated on plasma membrane Homo sapiens R-HSA-166058	Reactome_2016	63	0.0378086419753174	1	0.846	Kruskal-Wallis
Myogenesis Homo sapiens R-HSA-525793	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
N-Glycan antennae elongation Homo sapiens R-HSA-975577	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
N-glycan antennae elongation in the medial/trans-Golgi Homo sapiens R-HSA-975576	Reactome_2016	63	0.444444444444457	1	0.505	Kruskal-Wallis
N-glycan trimming in the ER and Calnexin/Calreticulin cycle Homo sapiens R-HSA-532668	Reactome_2016	63	1.20389660493825	1	0.273	Kruskal-Wallis
Na+/Cl- dependent neurotransmitter transporters Homo sapiens R-HSA-442660	Reactome_2016	63	0.918402777777771	1	0.338	Kruskal-Wallis
NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165	Reactome_2016	63	0.140625	1	0.708	Kruskal-Wallis
NCAM1 interactions Homo sapiens R-HSA-419037	Reactome_2016	63	0	1	1	Kruskal-Wallis
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters Homo sapiens R-HSA-164938	Reactome_2016	63	0.26408179012347	1	0.607	Kruskal-Wallis
Negative epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250941	Reactome_2016	63	0.015625	1	0.901	Kruskal-Wallis
Negative regulation of FGFR1 signaling Homo sapiens R-HSA-5654726	Reactome_2016	63	0.463155864197546	1	0.496	Kruskal-Wallis
Negative regulation of FGFR2 signaling Homo sapiens R-HSA-5654727	Reactome_2016	63	0.222993827160508	1	0.637	Kruskal-Wallis
Negative regulation of FGFR3 signaling Homo sapiens R-HSA-5654732	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Negative regulation of FGFR4 signaling Homo sapiens R-HSA-5654733	Reactome_2016	63	0.0192901234568126	1	0.89	Kruskal-Wallis
Negative regulation of MAPK pathway Homo sapiens R-HSA-5675221	Reactome_2016	63	0.102044753086432	1	0.749	Kruskal-Wallis
Negative regulation of TCF-dependent signaling by WNT ligand antagonists Homo sapiens R-HSA-3772470	Reactome_2016	63	0.340277777777771	1	0.56	Kruskal-Wallis
Negative regulation of the PI3K/AKT network Homo sapiens R-HSA-199418	Reactome_2016	63	0.00308641975308888	1	0.956	Kruskal-Wallis
Negative regulators of RIG-I/MDA5 signaling Homo sapiens R-HSA-936440	Reactome_2016	63	1.39371141975309	1	0.238	Kruskal-Wallis
NEP/NS2 Interacts with the Cellular Export Machinery Homo sapiens R-HSA-168333	Reactome_2016	63	2.68595679012347	1	0.101	Kruskal-Wallis
Nephrin interactions Homo sapiens R-HSA-373753	Reactome_2016	63	0.25	1	0.617	Kruskal-Wallis
Netrin-1 signaling Homo sapiens R-HSA-373752	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
Neuronal System Homo sapiens R-HSA-112316	Reactome_2016	63	0.390625	1	0.532	Kruskal-Wallis
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell Homo sapiens R-HSA-112314	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
Neurotransmitter Release Cycle Homo sapiens R-HSA-112310	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037	Reactome_2016	63	0.356674382716051	1	0.55	Kruskal-Wallis
NIK-->noncanonical NF-kB signaling Homo sapiens R-HSA-5676590	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Nitric oxide stimulates guanylate cyclase Homo sapiens R-HSA-392154	Reactome_2016	63	0.444444444444457	1	0.505	Kruskal-Wallis
NOD1/2 Signaling Pathway Homo sapiens R-HSA-168638	Reactome_2016	63	0.815007716049394	1	0.367	Kruskal-Wallis
Non-integrin membrane-ECM interactions Homo sapiens R-HSA-3000171	Reactome_2016	63	1.1141975308642	1	0.291	Kruskal-Wallis
Nonhomologous End-Joining (NHEJ) Homo sapiens R-HSA-5693571	Reactome_2016	63	2.04648919753089	1	0.153	Kruskal-Wallis
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957	Reactome_2016	63	0.37345679012347	1	0.541	Kruskal-Wallis
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802	Reactome_2016	63	0.37345679012347	1	0.541	Kruskal-Wallis
NoRC negatively regulates rRNA expression Homo sapiens R-HSA-427413	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
Norepinephrine Neurotransmitter Release Cycle Homo sapiens R-HSA-181430	Reactome_2016	63	1.4266975308642	1	0.232	Kruskal-Wallis
NOTCH1 Intracellular Domain Regulates Transcription Homo sapiens R-HSA-2122947	Reactome_2016	63	2.2085262345679	1	0.137	Kruskal-Wallis
NOTCH2 Activation and Transmission of Signal to the Nucleus Homo sapiens R-HSA-2979096	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
NRAGE signals death through JNK Homo sapiens R-HSA-193648	Reactome_2016	63	0.604938271604908	1	0.437	Kruskal-Wallis
NRIF signals cell death from the nucleus Homo sapiens R-HSA-205043	Reactome_2016	63	2.55111882716051	1	0.11	Kruskal-Wallis
NS1 Mediated Effects on Host Pathways Homo sapiens R-HSA-168276	Reactome_2016	63	2.08641975308643	1	0.149	Kruskal-Wallis
Nuclear Envelope Breakdown Homo sapiens R-HSA-2980766	Reactome_2016	63	1.32889660493825	1	0.249	Kruskal-Wallis
Nuclear Events (kinase and transcription factor activation) Homo sapiens R-HSA-198725	Reactome_2016	63	0.0493827160493936	1	0.824	Kruskal-Wallis
Nuclear import of Rev protein Homo sapiens R-HSA-180746	Reactome_2016	63	3.01408179012347	1	0.0825	Kruskal-Wallis
Nuclear Pore Complex (NPC) Disassembly Homo sapiens R-HSA-3301854	Reactome_2016	63	2.16743827160491	1	0.141	Kruskal-Wallis
Nuclear Receptor transcription pathway Homo sapiens R-HSA-383280	Reactome_2016	63	0.0933641975308888	1	0.76	Kruskal-Wallis
Nuclear signaling by ERBB4 Homo sapiens R-HSA-1251985	Reactome_2016	63	0.32426697530866	1	0.569	Kruskal-Wallis
Nucleosome assembly Homo sapiens R-HSA-774815	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
Nucleotide Excision Repair Homo sapiens R-HSA-5696398	Reactome_2016	63	2.25	1	0.134	Kruskal-Wallis
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways Homo sapiens R-HSA-168643	Reactome_2016	63	0.130401234567898	1	0.718	Kruskal-Wallis
Nucleotide-like (purinergic) receptors Homo sapiens R-HSA-418038	Reactome_2016	63	0.0625	1	0.803	Kruskal-Wallis
O-glycosylation of TSR domain-containing proteins Homo sapiens R-HSA-5173214	Reactome_2016	63	0.340277777777771	1	0.56	Kruskal-Wallis
O-linked glycosylation Homo sapiens R-HSA-5173105	Reactome_2016	63	1.92901234567901	1	0.165	Kruskal-Wallis
O-linked glycosylation of mucins Homo sapiens R-HSA-913709	Reactome_2016	63	1.29706790123456	1	0.255	Kruskal-Wallis
Olfactory Signaling Pathway Homo sapiens R-HSA-381753	Reactome_2016	63	0.671489197530889	1	0.413	Kruskal-Wallis
Oncogene Induced Senescence Homo sapiens R-HSA-2559585	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Opioid Signalling Homo sapiens R-HSA-111885	Reactome_2016	63	2.08641975308643	1	0.149	Kruskal-Wallis
Orc1 removal from chromatin Homo sapiens R-HSA-68949	Reactome_2016	63	0.482253086419774	1	0.487	Kruskal-Wallis
Organelle biogenesis and maintenance Homo sapiens R-HSA-1852241	Reactome_2016	63	3.01408179012347	1	0.0825	Kruskal-Wallis
Other semaphorin interactions Homo sapiens R-HSA-416700	Reactome_2016	63	0.30864197530866	1	0.579	Kruskal-Wallis
Oxidative Stress Induced Senescence Homo sapiens R-HSA-2559580	Reactome_2016	63	0.00173611111111427	1	0.967	Kruskal-Wallis
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha Homo sapiens R-HSA-1234176	Reactome_2016	63	0.626736111111114	1	0.429	Kruskal-Wallis
p130Cas linkage to MAPK signaling for integrins Homo sapiens R-HSA-372708	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
p53-Dependent G1 DNA Damage Response Homo sapiens R-HSA-69563	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
p53-Dependent G1/S DNA damage checkpoint Homo sapiens R-HSA-69580	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
p53-Independent DNA Damage Response Homo sapiens R-HSA-69610	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
p53-Independent G1/S DNA damage checkpoint Homo sapiens R-HSA-69613	Reactome_2016	63	0.162229938271565	1	0.687	Kruskal-Wallis
p75 NTR receptor-mediated signalling Homo sapiens R-HSA-193704	Reactome_2016	63	0.521604938271565	1	0.47	Kruskal-Wallis
p75NTR signals via NF-kB Homo sapiens R-HSA-193639	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
Pausing and recovery of HIV elongation Homo sapiens R-HSA-167290	Reactome_2016	63	1.70447530864197	1	0.192	Kruskal-Wallis
Pausing and recovery of Tat-mediated HIV elongation Homo sapiens R-HSA-167238	Reactome_2016	63	0.00173611111111427	1	0.967	Kruskal-Wallis
PCNA-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-5651801	Reactome_2016	63	1.59741512345681	1	0.206	Kruskal-Wallis
PCP/CE pathway Homo sapiens R-HSA-4086400	Reactome_2016	63	1.66840277777777	1	0.196	Kruskal-Wallis
PD-1 signaling Homo sapiens R-HSA-389948	Reactome_2016	63	0.0696373456790127	1	0.792	Kruskal-Wallis
Peptide chain elongation Homo sapiens R-HSA-156902	Reactome_2016	63	0.0326003086419746	1	0.857	Kruskal-Wallis
Peptide hormone metabolism Homo sapiens R-HSA-2980736	Reactome_2016	63	0.222993827160508	1	0.637	Kruskal-Wallis
Peptide ligand-binding receptors Homo sapiens R-HSA-375276	Reactome_2016	63	0.00482253086420315	1	0.945	Kruskal-Wallis
PERK regulates gene expression Homo sapiens R-HSA-381042	Reactome_2016	63	0.0771604938271651	1	0.781	Kruskal-Wallis
Peroxisomal lipid metabolism Homo sapiens R-HSA-390918	Reactome_2016	63	0.0277777777777715	1	0.868	Kruskal-Wallis
Phase 0 - rapid depolarisation Homo sapiens R-HSA-5576892	Reactome_2016	63	0.765625	1	0.382	Kruskal-Wallis
Phase 1 - Functionalization of compounds Homo sapiens R-HSA-211945	Reactome_2016	63	0.00019290123455562	1	0.989	Kruskal-Wallis
Phase 1 - inactivation of fast Na+ channels Homo sapiens R-HSA-5576894	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
Phase 2 - plateau phase Homo sapiens R-HSA-5576893	Reactome_2016	63	0.151234567901241	1	0.697	Kruskal-Wallis
Phase 4 - resting membrane potential Homo sapiens R-HSA-5576886	Reactome_2016	63	0.0434027777777715	1	0.835	Kruskal-Wallis
Phase II conjugation Homo sapiens R-HSA-156580	Reactome_2016	63	0.765625	1	0.382	Kruskal-Wallis
Phospholipase C-mediated cascade; FGFR2 Homo sapiens R-HSA-5654221	Reactome_2016	63	0.840277777777771	1	0.359	Kruskal-Wallis
Phospholipase C-mediated cascade; FGFR3 Homo sapiens R-HSA-5654227	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
Phospholipase C-mediated cascade; FGFR4 Homo sapiens R-HSA-5654228	Reactome_2016	63	0.741512345679013	1	0.389	Kruskal-Wallis
Phospholipase C-mediated cascade: FGFR1 Homo sapiens R-HSA-5654219	Reactome_2016	63	0.40817901234567	1	0.523	Kruskal-Wallis
Phospholipid metabolism Homo sapiens R-HSA-1483257	Reactome_2016	63	1.92901234567901	1	0.165	Kruskal-Wallis
Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427	Reactome_2016	63	0.173611111111114	1	0.677	Kruskal-Wallis
Phosphorylation of the APC/C Homo sapiens R-HSA-176412	Reactome_2016	63	1.02797067901233	1	0.311	Kruskal-Wallis
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex Homo sapiens R-HSA-4839743	Reactome_2016	63	0.000771604938250903	1	0.978	Kruskal-Wallis
PI Metabolism Homo sapiens R-HSA-1483255	Reactome_2016	63	2.16743827160491	1	0.141	Kruskal-Wallis
PI-3K cascade:FGFR1 Homo sapiens R-HSA-5654689	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
PI-3K cascade:FGFR2 Homo sapiens R-HSA-5654695	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
PI-3K cascade:FGFR3 Homo sapiens R-HSA-5654710	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
PI-3K cascade:FGFR4 Homo sapiens R-HSA-5654720	Reactome_2016	63	0.293402777777771	1	0.588	Kruskal-Wallis
