	pathway	X0285.015.009	X1005.015.008	X1016.015.020	X1018.015.022	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1480.019.118	X1484.019.122	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1553.019.191	X1554.019.192	X1555.019.193	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1571.019.209	X1575.019.213	X1581.019.219
152	DNA strand elongation Homo sapiens R-HSA-69190	NA	NA	NA	NA	-1.78843435762443	1.96458156354905	-1.53294961168316	2.00768997627498	-1.70223009126593	NA	NA	NA	NA	NA	NA	NA	-1.8048464813148	-1.81922894883282	NA	NA	1.82926468567756	NA	NA	NA	NA	NA	NA	-1.89486931926317	NA	-1.68129785112945	NA	NA	NA	NA	NA
153	Dopamine Neurotransmitter Release Cycle Homo sapiens R-HSA-212676	NA	NA	NA	NA	NA	NA	1.54415273695193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
154	Downregulation of TGF-beta receptor signaling Homo sapiens R-HSA-2173788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62141092184729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
155	Downstream signal transduction Homo sapiens R-HSA-186763	NA	NA	NA	NA	NA	NA	1.31651120690554	NA	NA	NA	-1.50890926671153	NA	NA	NA	1.66511309987993	NA	-1.37232761748814	1.34263066917518	1.32131313100111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.43312748600949	NA	NA	NA	NA
156	Downstream signaling events of B Cell Receptor (BCR) Homo sapiens R-HSA-1168372	NA	NA	NA	NA	-1.3697952210259	NA	NA	NA	NA	1.4585394596651	-1.50493219027693	NA	NA	NA	1.71604039036773	NA	-1.32481039461078	NA	1.41938401299279	NA	NA	NA	NA	NA	NA	NA	1.41608305284441	NA	NA	NA	NA	NA	NA	NA	NA
157	Downstream signaling of activated FGFR1 Homo sapiens R-HSA-5654687	NA	NA	NA	NA	NA	NA	1.31986210054846	NA	NA	NA	-1.48425128142648	NA	NA	NA	1.63476247377776	NA	-1.34370793246189	1.3355313971535	1.31324919517828	NA	NA	NA	NA	NA	NA	NA	1.29885283920599	NA	NA	NA	-1.42108051136451	NA	NA	NA	NA
158	Downstream signaling of activated FGFR2 Homo sapiens R-HSA-5654696	NA	NA	NA	NA	NA	NA	1.33016025710116	NA	NA	NA	-1.49214870722272	NA	NA	NA	1.64132351966769	NA	-1.35064165220606	1.33603649704094	1.29657158360248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40732909246692	NA	NA	NA	NA
159	Downstream signaling of activated FGFR3 Homo sapiens R-HSA-5654708	NA	NA	NA	NA	NA	NA	1.33016025710116	NA	NA	NA	-1.49214870722272	NA	NA	NA	1.64132351966769	NA	-1.35064165220606	1.33603649704094	1.29657158360248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40732909246692	NA	NA	NA	NA
160	Downstream signaling of activated FGFR4 Homo sapiens R-HSA-5654716	NA	NA	NA	NA	NA	NA	1.33016025710116	NA	NA	NA	-1.49214870722272	NA	NA	NA	1.64132351966769	NA	-1.35064165220606	1.33603649704094	1.29657158360248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40732909246692	NA	NA	NA	NA
161	Downstream TCR signaling Homo sapiens R-HSA-202424	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73806902307822	-1.99100082051312	NA	1.54053218720792	NA	2.04003455442602	-1.81160581370278	-1.56541998942048	1.91889645928988	1.92633706857621	-1.64655784527577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	Dual Incision in GG-NER Homo sapiens R-HSA-5696400	NA	NA	NA	NA	NA	NA	-1.45362524311854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
163	Dual incision in TC-NER Homo sapiens R-HSA-6782135	NA	NA	NA	NA	NA	1.50858028444682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	E2F mediated regulation of DNA replication Homo sapiens R-HSA-113510	NA	NA	NA	NA	-1.78615235311785	1.72478324375452	-1.85593000921942	2.124671570172	NA	NA	NA	NA	NA	NA	NA	NA	-1.86303128381854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.93693487270919	NA	-1.67006961878692	NA	NA	-1.66530626080117	NA	NA
165	ECM proteoglycans Homo sapiens R-HSA-3000178	NA	NA	NA	NA	-1.63116833286438	NA	1.69375503686385	NA	NA	NA	NA	1.61909064482031	NA	1.88883818267722	NA	NA	-1.57360021427376	NA	1.54068255710735	NA	NA	NA	NA	NA	NA	NA	1.58860082029056	NA	-1.69281783171124	NA	-1.60817764582418	NA	NA	NA	NA
166	Eicosanoid ligand-binding receptors Homo sapiens R-HSA-391903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63204883962957	NA	NA	NA	NA	NA	NA	NA	NA	NA
167	Elastic fibre formation Homo sapiens R-HSA-1566948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54431154745014	NA	-1.5235694224821	NA	1.67110819258685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.93776640237155	NA	NA	NA	NA
168	Elongation arrest and recovery Homo sapiens R-HSA-112387	NA	NA	NA	NA	NA	1.63927580999074	NA	NA	NA	NA	NA	1.62947138911466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
169	Endosomal Sorting Complex Required For Transport (ESCRT) Homo sapiens R-HSA-917729	NA	NA	NA	NA	NA	NA	NA	1.55105412897725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
170	EPH-ephrin mediated repulsion of cells Homo sapiens R-HSA-3928665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6608840916907	NA	NA	NA	NA
171	EPH-Ephrin signaling Homo sapiens R-HSA-2682334	NA	NA	NA	NA	-1.43431108847311	1.45989467781011	NA	NA	NA	NA	NA	1.45228179078643	NA	NA	NA	NA	-1.40995533169263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67223035210912	NA	NA	NA	NA
172	EPHA-mediated growth cone collapse Homo sapiens R-HSA-3928663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65270411558099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64265256507307	NA	NA	NA	NA
173	Epigenetic regulation of gene expression Homo sapiens R-HSA-212165	NA	NA	NA	NA	NA	1.58258395038678	NA	1.53899747956579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	ER-Phagosome pathway Homo sapiens R-HSA-1236974	NA	NA	-1.73744315638091	NA	-1.4160742525007	1.50287900593219	NA	1.74149700857406	NA	1.53369338040435	-1.90096950414124	NA	NA	NA	1.85170623852488	-1.83005668335255	NA	1.75472064853509	NA	NA	NA	NA	1.64806091868259	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6357765470632	NA	1.76759514370442
175	Eukaryotic Translation Elongation Homo sapiens R-HSA-156842	NA	-1.74467070828567	-1.77189530474784	NA	-2.40457004562168	2.57983057664063	NA	2.27198934902429	1.59960551810613	-1.85723843650006	-1.594739947275	2.20354081231587	1.88341913819089	NA	1.42505109708359	-1.62841037174665	-1.9138895308483	NA	NA	NA	1.81765812773766	-1.81170154241615	NA	-1.77118583330458	-1.75529253269978	NA	NA	-1.85500791050683	NA	NA	-2.31146165310509	NA	NA	NA	-1.79036375620614
176	Eukaryotic Translation Initiation Homo sapiens R-HSA-72613	NA	-1.81197974083627	-1.82244568149114	NA	-2.41162882027723	2.46958190044074	NA	2.2973543010961	NA	-1.92942091855385	-1.42892435741932	2.20306267222284	1.83975109334312	NA	1.50352616387215	-1.68322592340371	-1.91884356671861	NA	NA	NA	1.72379794967705	-1.7305744913538	NA	-1.59186147595555	-1.62962599856333	NA	NA	-1.65511188100786	NA	NA	-2.23738631934233	NA	NA	NA	-1.63612796882337
177	Eukaryotic Translation Termination Homo sapiens R-HSA-72764	NA	-1.85448680114829	-1.66030306787616	NA	-2.36774044706794	2.48833977248142	NA	2.22663207484615	1.47091354646528	-1.96344348355621	-1.58268157637375	2.00680609956897	1.87885950833812	NA	NA	-1.62365243271423	-1.78749095517645	NA	-1.44594363299094	NA	NA	-1.7521672370822	NA	-1.71261646580666	-1.85254411958648	NA	NA	-1.81990413365762	NA	NA	-2.1632428051343	NA	NA	NA	-1.70833713198612
178	Export of Viral Ribonucleoproteins from Nucleus Homo sapiens R-HSA-168274	NA	NA	NA	NA	NA	NA	-1.58988658606691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	Extension of Telomeres Homo sapiens R-HSA-180786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.71232493112472	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75871836782377	NA	NA	NA	NA	NA	NA	NA
180	Extracellular matrix organization Homo sapiens R-HSA-1474244	NA	NA	NA	NA	-1.7368509824732	NA	2.00762021490326	-1.37793848037916	NA	NA	-1.49059874879004	1.76252496993954	1.46755082823813	2.28862642487243	1.92311925412474	1.55157710849108	-2.06800943100254	1.33525814237125	2.19257903424597	NA	1.61467191950765	-1.48737494774508	NA	NA	1.72401204149399	1.57356358329925	2.06445794749987	NA	-2.00068440598858	-1.7051667029	-2.29896685645205	NA	NA	NA	-1.74444176469122
181	Factors involved in megakaryocyte development and platelet production Homo sapiens R-HSA-983231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65540177823632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.52291513442387	NA	NA	NA	NA	NA
182	Fanconi Anemia Pathway Homo sapiens R-HSA-6783310	NA	NA	NA	NA	NA	NA	-1.591687088514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	Fatty acids Homo sapiens R-HSA-211935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62959285943834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	Fc epsilon receptor (FCERI) signaling Homo sapiens R-HSA-2454202	NA	NA	NA	NA	-1.4967613809103	NA	1.47348253087396	NA	NA	1.60468552316307	-1.58646340937123	1.54299489598546	1.41836684781195	NA	1.87482802674659	NA	-1.61034707149075	1.46779120287271	1.51367341803011	-1.38561604635179	NA	-1.35439709718564	NA	-1.32726263040487	NA	NA	1.37624681257671	NA	NA	NA	-1.34410088513164	NA	NA	1.57638826827963	NA
185	FCERI mediated Ca+2 mobilization Homo sapiens R-HSA-2871809	-1.71865228931999	NA	NA	-2.05148438786799	NA	NA	1.61311625432731	NA	NA	1.63862477490698	-1.60391112255126	1.77416805748838	2.04813178285363	NA	2.20913016636987	NA	-1.83323871344155	1.73486199528349	NA	-2.07574614538256	2.01814822401555	NA	NA	-2.17027482897295	NA	1.61825773381024	NA	NA	NA	-1.60971590245105	NA	NA	NA	2.3106164961987	NA
186	FCERI mediated MAPK activation Homo sapiens R-HSA-2871796	NA	NA	NA	NA	-1.43820576607619	NA	1.64862951319027	NA	NA	1.42125258613271	-1.4951352748138	1.42742683454665	1.49199094900747	NA	1.75532493558615	NA	-1.57551085720487	1.32548991414203	1.35685001879271	NA	1.43862331746868	NA	NA	-1.51586022385027	NA	NA	1.5285051182914	NA	NA	NA	-1.46933174737461	NA	NA	1.70079801450733	NA
187	FCERI mediated NF-kB activation Homo sapiens R-HSA-2871837	-1.85449647403388	NA	NA	-1.92655864585939	-1.72625425438157	1.70847874520282	1.67462542353017	NA	NA	1.71057739797831	-1.742417635427	1.99068180555763	1.76093206755813	NA	2.0257272443461	-1.71263877013231	-1.75908948339049	1.64681118313601	NA	-2.08398550033029	1.99958664710722	NA	NA	-2.20720311699413	NA	1.54868337843515	NA	NA	NA	NA	NA	NA	NA	2.48204475730844	NA
188	Fcgamma receptor (FCGR) dependent phagocytosis Homo sapiens R-HSA-2029480	-1.69825488636024	NA	NA	-1.98878230216728	-1.55186656652784	NA	1.55377358939066	NA	NA	1.57975448061122	-1.69876780675631	1.72949444888077	1.88448154422826	NA	2.09768600289538	-1.50404768393856	-1.93974723619888	1.6365774544331	1.47971518089115	-2.12755283601539	1.97028743234637	-1.51848688023794	NA	-2.12284099047195	NA	1.86780349035141	NA	NA	NA	-1.51310693162542	NA	1.54616201973884	NA	2.48397829557703	NA
189	FCGR activation Homo sapiens R-HSA-2029481	-1.88208819769048	NA	NA	-2.21665617603324	-1.6873468548872	NA	1.85039852802225	NA	-1.6226426561895	1.95623515272616	-1.83758939804188	2.15483417619941	2.18867643714646	NA	2.39536398441816	-1.70459815375172	-2.01449890666149	1.76586991124827	NA	-2.28093639160603	2.20887456834841	-1.69684611500573	NA	-2.11853675768468	NA	2.01544831745009	NA	NA	NA	-1.94228357065038	NA	NA	NA	2.37349419656915	NA
190	Fertilization Homo sapiens R-HSA-1187000	NA	NA	NA	NA	NA	NA	1.57820595043088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79298902970468	NA	NA	NA	NA	NA	NA	NA
191	FGFR2 alternative splicing Homo sapiens R-HSA-6803529	NA	NA	NA	NA	NA	1.68743363520185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689	NA	-1.8605143456283	-1.80109678551634	NA	-2.42871193091314	2.52035054274602	NA	2.28555300586035	NA	-1.98912803528422	-1.63965944804617	2.18599552560807	1.97359370661571	NA	1.48316410513384	-1.63896642378051	-1.90246862495761	NA	-1.479146378366	NA	1.74734469130224	-1.78481006327321	NA	-1.73606361058092	-1.8546806421044	NA	NA	-1.86228129532509	NA	NA	-2.30555030789602	NA	NA	NA	-1.72840018762439
193	Formation of Fibrin Clot (Clotting Cascade) Homo sapiens R-HSA-140877	NA	NA	NA	NA	NA	NA	1.64955369277535	NA	-1.68352018966423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	Formation of HIV elongation complex in the absence of HIV Tat Homo sapiens R-HSA-167152	NA	NA	NA	NA	NA	1.50534552514467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	Formation of Incision Complex in GG-NER Homo sapiens R-HSA-5696395	NA	NA	NA	NA	NA	NA	-1.56829814386681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
196	Formation of RNA Pol II elongation complex Homo sapiens R-HSA-112382	NA	NA	NA	NA	NA	1.50534552514467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	Formation of TC-NER Pre-Incision Complex Homo sapiens R-HSA-6781823	NA	NA	NA	NA	NA	1.50365623719011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	Formation of the Early Elongation Complex Homo sapiens R-HSA-113418	NA	NA	NA	NA	NA	1.53105579746207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	Formation of the HIV-1 Early Elongation Complex Homo sapiens R-HSA-167158	NA	NA	NA	NA	NA	1.53105579746207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	Formation of the ternary complex, and subsequently, the 43S complex Homo sapiens R-HSA-72695	NA	-1.68830482923567	-1.77085702496372	NA	-2.11877230488345	2.26286397338077	NA	1.98964066283623	NA	-1.87788140530003	NA	1.97033575211332	1.81924169486459	NA	NA	-1.73034622974803	-1.72663009631342	NA	-1.46083328091306	NA	1.73900916197381	-1.57143217109796	NA	NA	-1.68571605050116	NA	NA	-1.96704798629035	NA	NA	-1.9293629215714	NA	NA	NA	NA
201	FRS-mediated FGFR1 signaling Homo sapiens R-HSA-5654693	NA	NA	NA	NA	-1.34060404671206	NA	1.46138942457641	NA	NA	NA	-1.41055546854355	NA	NA	NA	1.54203004615247	NA	-1.4431585790244	NA	1.33663910010246	NA	NA	NA	NA	NA	NA	NA	1.50808523485401	NA	NA	NA	-1.52199918735994	NA	NA	NA	NA
202	FRS-mediated FGFR2 signaling Homo sapiens R-HSA-5654700	NA	NA	NA	NA	-1.34060404671206	NA	1.46138942457641	NA	NA	NA	-1.41055546854355	NA	NA	NA	1.54203004615247	NA	-1.4431585790244	NA	1.33663910010246	NA	NA	NA	NA	NA	NA	NA	1.50808523485401	NA	NA	NA	-1.52199918735994	NA	NA	NA	NA
203	FRS-mediated FGFR3 signaling Homo sapiens R-HSA-5654706	NA	NA	NA	NA	-1.34060404671206	NA	1.46138942457641	NA	NA	NA	-1.41055546854355	NA	NA	NA	1.54203004615247	NA	-1.4431585790244	NA	1.33663910010246	NA	NA	NA	NA	NA	NA	NA	1.50808523485401	NA	NA	NA	-1.52199918735994	NA	NA	NA	NA
204	FRS-mediated FGFR4 signaling Homo sapiens R-HSA-5654712	NA	NA	NA	NA	-1.34060404671206	NA	1.46138942457641	NA	NA	NA	-1.41055546854355	NA	NA	NA	1.54203004615247	NA	-1.4431585790244	NA	1.33663910010246	NA	NA	NA	NA	NA	NA	NA	1.50808523485401	NA	NA	NA	-1.52199918735994	NA	NA	NA	NA
205	Frs2-mediated activation Homo sapiens R-HSA-170968	NA	NA	NA	NA	-1.3455642367187	NA	1.48721959168245	NA	NA	NA	-1.44056547374614	NA	NA	NA	1.57756882570069	NA	-1.47189207242637	1.29274721850417	1.36764783109992	NA	NA	NA	NA	NA	NA	NA	1.5418767016682	NA	NA	NA	-1.52590256859096	NA	NA	NA	NA
206	G alpha (12/13) signalling events Homo sapiens R-HSA-416482	NA	NA	NA	NA	NA	NA	1.46981190738206	NA	NA	NA	NA	NA	NA	NA	1.44327805703379	NA	-1.39359545296848	NA	1.55486510467123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
207	G alpha (i) signalling events Homo sapiens R-HSA-418594	NA	1.35449760077241	NA	NA	-1.44533478528738	NA	1.60915984818651	NA	NA	1.94257433579921	-2.00377719331634	NA	1.79211724887343	NA	1.6225720892082	-1.40340874038663	-1.80031888031665	1.85097859875648	1.55855108684868	-1.63696237450852	NA	-1.75194241919055	NA	NA	NA	1.73088310518338	1.29753314003694	1.9511614642008	NA	-1.61313978618593	NA	1.67856888581917	-1.53850953023577	NA	NA
208	G alpha (q) signalling events Homo sapiens R-HSA-416476	NA	NA	NA	NA	-1.35978671529267	NA	1.7096055331971	NA	NA	1.42070144954054	-1.37544106797542	NA	1.43430713490671	NA	1.27953674989819	NA	-1.84208813303596	1.39844730199451	1.2703888958773	NA	NA	-1.62966815347909	NA	NA	NA	1.50255385327458	NA	1.54189447032831	NA	NA	NA	1.41147578347375	NA	NA	NA
209	G alpha (s) signalling events Homo sapiens R-HSA-418555	NA	NA	NA	NA	NA	NA	1.62039513100546	-1.48805106551696	NA	1.62897619514133	-1.43711943096616	NA	1.4405171122889	NA	1.48883639054658	NA	-1.46107328001896	1.48148857773206	NA	NA	NA	-1.42971413688137	NA	NA	NA	1.5083241622977	NA	NA	NA	NA	NA	NA	NA	NA	NA
210	G beta:gamma signalling through PI3Kgamma Homo sapiens R-HSA-392451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.72185040561586	NA	1.70022516766208	NA	NA	NA	NA	1.60388475010021	NA	NA	NA	-1.6445481993995	NA	NA	NA	NA	NA	1.57967223692075	NA	NA	NA	NA	NA	NA	NA
211	G-protein beta:gamma signalling Homo sapiens R-HSA-397795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69313640378568	NA	1.60437148731347	NA	NA	NA	-1.45019000754371	1.58345673601405	NA	NA	NA	-1.590286302579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
212	G0 and Early G1 Homo sapiens R-HSA-1538133	NA	NA	-1.65304374041709	NA	-1.54721968779699	1.60020354042863	-1.79441176409986	1.85200570164525	NA	NA	NA	NA	NA	NA	1.60528934464741	NA	-1.66977123877093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.90144084374136	NA	-1.81847855080156	NA	NA	NA	NA	NA
213	G1 Phase Homo sapiens R-HSA-69236	NA	NA	NA	NA	-1.55000831691832	1.84703972866334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
214	G1/S DNA Damage Checkpoints Homo sapiens R-HSA-69615	NA	NA	-1.7439640285815	NA	-1.84349826462987	1.70294783457618	NA	1.86812594094507	NA	NA	-1.70529702198054	NA	NA	NA	1.74396784208342	-1.71932488549244	-1.61444342642427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
215	G1/S Transition Homo sapiens R-HSA-69206	NA	-1.57992035536797	-1.77839210516498	NA	-2.15610845752113	2.10725731264482	-1.57824044083873	2.18325559358429	-1.68624875940531	NA	-1.58029074028459	NA	NA	NA	1.81463721010375	-1.4861093043357	-1.94414926968904	NA	NA	NA	1.84094470997659	NA	1.83745417705761	NA	NA	NA	NA	-1.69191433572305	NA	-1.69237298609334	-1.45228287679215	NA	-1.7206502780944	NA	NA
216	G1/S-Specific Transcription Homo sapiens R-HSA-69205	NA	NA	-1.65414255207172	NA	-1.71834598983721	1.68854267295079	-1.7442488690729	1.96262216147455	NA	NA	NA	NA	NA	NA	1.5112911377787	NA	-1.79927275629457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.05691437073734	NA	-1.72048780715373	NA	NA	NA	NA	NA
217	G2/M Checkpoints Homo sapiens R-HSA-69481	NA	-1.6083718672227	-1.73007309606262	1.52109015438725	-2.01548825957177	2.06080812775284	-1.70680733408378	2.06163543478891	-1.75506539911066	NA	-1.58874925503791	NA	1.48983857611599	NA	1.66801907787746	-1.72379452826331	-1.81437678638425	NA	NA	NA	1.84576635605528	NA	1.77697593230389	NA	NA	NA	NA	NA	NA	-1.72114925948223	NA	NA	-1.6129184398847	NA	NA
218	G2/M DNA damage checkpoint Homo sapiens R-HSA-69473	NA	NA	NA	NA	-1.59406387438954	1.56812914843758	-1.73139923797957	1.63508289821579	NA	NA	NA	NA	NA	NA	NA	NA	-1.51535229087172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.6161730115921	NA	NA	NA	NA	NA
219	G2/M Transition Homo sapiens R-HSA-69275	NA	-1.3902446972208	-1.37634510400576	1.45318035461001	-1.74569617965687	NA	-1.76789844541436	NA	NA	NA	-1.34401038888081	NA	NA	NA	NA	NA	-1.33555328477978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.51694324318851	NA	NA	NA	NA	NA
220	GAB1 signalosome Homo sapiens R-HSA-180292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53664340638145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.58673556996307	NA	NA	NA	NA	NA	NA	NA	NA
221	Gap junction assembly Homo sapiens R-HSA-190861	NA	NA	NA	NA	NA	NA	NA	-1.59353594415347	NA	NA	NA	1.7842644054465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68504849894297	NA	NA	NA	NA	NA	NA	NA	NA
222	Gap junction trafficking and regulation Homo sapiens R-HSA-157858	NA	NA	NA	NA	NA	NA	NA	-1.55355931084348	NA	NA	NA	1.65393398703022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.66384864107961	NA	NA	NA	NA
223	Gap junction trafficking Homo sapiens R-HSA-190828	NA	NA	NA	NA	NA	NA	NA	-1.55384889469206	NA	NA	NA	1.65992637590402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71743995833442	NA	NA	NA	-1.63936162208118	NA	NA	NA	NA
224	Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210	NA	NA	NA	NA	NA	1.59845553191218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225	Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907	NA	NA	NA	NA	-1.38146114548193	NA	1.63827083871236	NA	NA	NA	-1.44893839214691	NA	1.39892907198824	NA	1.44248389259927	NA	-1.71183604898647	1.34312868235251	1.37412298806493	NA	NA	-1.49714567044896	NA	NA	NA	1.31402242380119	NA	1.35879443265492	NA	NA	NA	NA	NA	NA	-1.31282978004851
226	Gene Expression Homo sapiens R-HSA-74160	NA	-1.37321275803716	NA	NA	-1.12683485724989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.1733954146838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
227	Generation of second messenger molecules Homo sapiens R-HSA-202433	NA	NA	NA	NA	NA	-1.53902260008864	-1.65699506632305	NA	NA	1.89197630709172	-1.96629358798363	NA	1.78061782440495	-1.92739342672041	2.06460798540118	NA	-1.54551512000001	1.92763391404439	2.12897608038473	NA	NA	NA	NA	NA	-1.72714353658977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	Generic Transcription Pathway Homo sapiens R-HSA-212436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39357175527422	NA	NA	NA	NA	NA	NA	NA	NA
