"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M3"	"BDNF-TrkB Signaling WP3676"	"BDNF-TrkB Signaling WP3676"	"1/155"	"34/6201"	0.578102429775007	0.859742075050011	0.811371831263168	"ARC"	1
"M3"	"Fatty Acid Beta Oxidation WP143"	"Fatty Acid Beta Oxidation WP143"	"1/155"	"34/6201"	0.578102429775007	0.859742075050011	0.811371831263168	"LPL"	1
"M3"	"Target Of Rapamycin (TOR) Signaling WP1471"	"Target Of Rapamycin (TOR) Signaling WP1471"	"1/155"	"36/6201"	0.599045349269896	0.883338057397982	0.833640271954538	"DDIT4L"	1
"M3"	"Melatonin metabolism and effects WP3298"	"Melatonin metabolism and effects WP3298"	"1/155"	"37/6201"	0.609126123132534	0.89065500357194	0.840545556909998	"MAP2"	1
"M3"	"Nuclear Receptors WP170"	"Nuclear Receptors WP170"	"1/155"	"38/6201"	0.618955041191336	0.890971999571528	0.84084471828892	"NR2F1"	1
"M3"	"PDGF Pathway WP2526"	"PDGF Pathway WP2526"	"1/155"	"39/6201"	0.628538355910685	0.890971999571528	0.84084471828892	"PDGFRB"	1
"M3"	"Pathways in clear cell renal cell carcinoma WP4018"	"Pathways in clear cell renal cell carcinoma WP4018"	"2/155"	"85/6201"	0.632246071060755	0.890971999571528	0.84084471828892	"PDGFRB/PGBD5"	2
"M3"	"Glycogen Synthesis and Degradation WP500"	"Glycogen Synthesis and Degradation WP500"	"1/155"	"40/6201"	0.637882165523447	0.890971999571528	0.84084471828892	"PPP2R2C"	1
"M3"	"Common Pathways Underlying Drug Addiction WP2636"	"Common Pathways Underlying Drug Addiction WP2636"	"1/155"	"42/6201"	0.655874913791445	0.890971999571528	0.84084471828892	"GRIN2A"	1
"M3"	"Splicing factor NOVA regulated synaptic proteins WP4148"	"Splicing factor NOVA regulated synaptic proteins WP4148"	"1/155"	"42/6201"	0.655874913791445	0.890971999571528	0.84084471828892	"CADM3"	1
"M3"	"Heart Development WP1591"	"Heart Development WP1591"	"1/155"	"44/6201"	0.672979128586931	0.890971999571528	0.84084471828892	"IRX4"	1
"M3"	"G Protein Signaling Pathways WP35"	"G Protein Signaling Pathways WP35"	"2/155"	"93/6201"	0.680847881059441	0.890971999571528	0.84084471828892	"GNB3/PDE1C"	2
"M3"	"Glycolysis and Gluconeogenesis WP534"	"Glycolysis and Gluconeogenesis WP534"	"1/155"	"45/6201"	0.68121174756842	0.890971999571528	0.84084471828892	"GCK"	1
"M3"	"Notch Signaling WP268"	"Notch Signaling WP268"	"1/155"	"45/6201"	0.68121174756842	0.890971999571528	0.84084471828892	"DLL4"	1
"M3"	"Aryl Hydrocarbon Receptor WP2586"	"Aryl Hydrocarbon Receptor WP2586"	"1/155"	"46/6201"	0.68923841734212	0.890971999571528	0.84084471828892	"LPL"	1
"M3"	"Selenium Metabolism and Selenoproteins WP28"	"Selenium Metabolism and Selenoproteins WP28"	"1/155"	"46/6201"	0.68923841734212	0.890971999571528	0.84084471828892	"DIO2"	1
"M3"	"Tryptophan metabolism WP465"	"Tryptophan metabolism WP465"	"1/155"	"46/6201"	0.68923841734212	0.890971999571528	0.84084471828892	"CYP2E1"	1
"M3"	"Endoderm Differentiation WP2853"	"Endoderm Differentiation WP2853"	"3/155"	"141/6201"	0.690364256647717	0.890971999571528	0.84084471828892	"DKK1/WNT8A/TOX3"	3
"M3"	"Human Complement System WP2806"	"Human Complement System WP2806"	"2/155"	"97/6201"	0.703130783289772	0.890971999571528	0.84084471828892	"KLKB1/SELP"	2
"M3"	"Rett syndrome causing genes WP4312"	"Rett syndrome causing genes WP4312"	"1/155"	"48/6201"	0.704694260627967	0.890971999571528	0.84084471828892	"GRIN2A"	1
"M3"	"Mesodermal Commitment Pathway WP2857"	"Mesodermal Commitment Pathway WP2857"	"3/155"	"147/6201"	0.717250802506389	0.890971999571528	0.84084471828892	"TBX3/DKK1/TOX3"	3
"M3"	"Vitamin B12 Metabolism WP1533"	"Vitamin B12 Metabolism WP1533"	"1/155"	"50/6201"	0.719386115238106	0.890971999571528	0.84084471828892	"SOD3"	1
"M3"	"Copper homeostasis WP3286"	"Copper homeostasis WP3286"	"1/155"	"52/6201"	0.733351512308033	0.890971999571528	0.84084471828892	"SOD3"	1
"M3"	"One carbon metabolism and related pathways WP3940"	"One carbon metabolism and related pathways WP3940"	"1/155"	"52/6201"	0.733351512308033	0.890971999571528	0.84084471828892	"SOD3"	1
"M3"	"Translation Factors WP107"	"Translation Factors WP107"	"1/155"	"52/6201"	0.733351512308033	0.890971999571528	0.84084471828892	"EEF1A2"	1
"M3"	"Wnt Signaling Pathway WP363"	"Wnt Signaling Pathway WP363"	"1/155"	"52/6201"	0.733351512308033	0.890971999571528	0.84084471828892	"TEK"	1
"M3"	"IL-4 Signaling Pathway WP395"	"IL-4 Signaling Pathway WP395"	"1/155"	"54/6201"	0.746626150707143	0.890971999571528	0.84084471828892	"HRH1"	1
"M3"	"Nonalcoholic fatty liver disease WP4396"	"Nonalcoholic fatty liver disease WP4396"	"3/155"	"155/6201"	0.750266356471082	0.890971999571528	0.84084471828892	"NDUFA4L2/LEPR/CYP2E1"	3
"M3"	"Cardiac Hypertrophic Response WP2795"	"Cardiac Hypertrophic Response WP2795"	"1/155"	"55/6201"	0.75301511225593	0.890971999571528	0.84084471828892	"FGF2"	1
"M3"	"Hematopoietic Stem Cell Differentiation WP2849"	"Hematopoietic Stem Cell Differentiation WP2849"	"1/155"	"55/6201"	0.75301511225593	0.890971999571528	0.84084471828892	"GATA2"	1
"M3"	"Pathogenic Escherichia coli infection WP2272"	"Pathogenic Escherichia coli infection WP2272"	"1/155"	"55/6201"	0.75301511225593	0.890971999571528	0.84084471828892	"TUBB6"	1
"M3"	"Myometrial Relaxation and Contraction Pathways WP289"	"Myometrial Relaxation and Contraction Pathways WP289"	"3/155"	"156/6201"	0.754170231727219	0.890971999571528	0.84084471828892	"NOS3/RAMP3/GNB3"	3
"M3"	"Thermogenesis WP4321"	"Thermogenesis WP4321"	"2/155"	"108/6201"	0.757838252509116	0.890971999571528	0.84084471828892	"CNR1/NPR1"	2
"M3"	"DNA Damage Response (only ATM dependent) WP710"	"DNA Damage Response (only ATM dependent) WP710"	"2/155"	"110/6201"	0.766801161771921	0.895459074820901	0.845079344658564	"WNT16/WNT7A"	2
"M3"	"Oxidative phosphorylation WP623"	"Oxidative phosphorylation WP623"	"1/155"	"60/6201"	0.782636855504969	0.907858752385764	0.856781399710703	"NDUFA4L2"	1
"M3"	"Notch Signaling Pathway WP61"	"Notch Signaling Pathway WP61"	"1/155"	"61/6201"	0.788123142330687	0.908168389175758	0.857073615919046	"DLL4"	1
"M3"	"Genotoxicity pathway WP4286"	"Genotoxicity pathway WP4286"	"1/155"	"63/6201"	0.798686333623535	0.908309948042452	0.857207210493784	"PCDH8"	1
"M3"	"Lung fibrosis WP3624"	"Lung fibrosis WP3624"	"1/155"	"63/6201"	0.798686333623535	0.908309948042452	0.857207210493784	"FGF2"	1
"M3"	"Oncostatin M Signaling Pathway WP2374"	"Oncostatin M Signaling Pathway WP2374"	"1/155"	"65/6201"	0.808726122240035	0.91328429055229	0.861901689813413	"MMP13"	1
"M3"	"Folate Metabolism WP176"	"Folate Metabolism WP176"	"1/155"	"66/6201"	0.813557845032212	0.91328429055229	0.861901689813413	"SOD3"	1
"M3"	"Sterol Regulatory Element-Binding Proteins (SREBP) signalling WP1982"	"Sterol Regulatory Element-Binding Proteins (SREBP) signalling WP1982"	"1/155"	"69/6201"	0.827337327485635	0.920610400016021	0.868815622519657	"LPL"	1
"M3"	"Parkin-Ubiquitin Proteasomal System pathway WP2359"	"Parkin-Ubiquitin Proteasomal System pathway WP2359"	"1/155"	"70/6201"	0.831701762293157	0.920610400016021	0.868815622519657	"TUBB6"	1
"M3"	"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341"	"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341"	"1/155"	"71/6201"	0.835956570129491	0.920610400016021	0.868815622519657	"DEFB4A"	1
"M3"	"Angiopoietin Like Protein 8 Regulatory Pathway WP3915"	"Angiopoietin Like Protein 8 Regulatory Pathway WP3915"	"2/155"	"132/6201"	0.847828195184659	0.927811987183212	0.875612038720999	"DIO2/LPL"	2
"M3"	"MAPK Signaling Pathway WP382"	"MAPK Signaling Pathway WP382"	"4/155"	"246/6201"	0.870062469565068	0.933996344803857	0.881448456076236	"PDGFRB/PLA2G4E/CACNA1G/FGF2"	4
"M3"	"Signaling Pathways in Glioblastoma WP2261"	"Signaling Pathways in Glioblastoma WP2261"	"1/155"	"82/6201"	0.876260195194364	0.933996344803857	0.881448456076236	"PDGFRB"	1
"M3"	"Apoptosis WP254"	"Apoptosis WP254"	"1/155"	"84/6201"	0.882450186376059	0.933996344803857	0.881448456076236	"HRK"	1
"M3"	"MicroRNAs in cardiomyocyte hypertrophy WP1544"	"MicroRNAs in cardiomyocyte hypertrophy WP1544"	"1/155"	"84/6201"	0.882450186376059	0.933996344803857	0.881448456076236	"FGF2"	1
"M3"	"Pyrimidine metabolism WP4022"	"Pyrimidine metabolism WP4022"	"1/155"	"85/6201"	0.885428806796479	0.933996344803857	0.881448456076236	"DPYS"	1
"M3"	"Regulation of Actin Cytoskeleton WP51"	"Regulation of Actin Cytoskeleton WP51"	"2/155"	"150/6201"	0.894189934777641	0.933996344803857	0.881448456076236	"PDGFRB/FGF2"	2
"M3"	"Amino Acid metabolism WP3925"	"Amino Acid metabolism WP3925"	"1/155"	"91/6201"	0.901789574293379	0.933996344803857	0.881448456076236	"G6PC2"	1
"M3"	"Apoptosis Modulation and Signaling WP1772"	"Apoptosis Modulation and Signaling WP1772"	"1/155"	"91/6201"	0.901789574293379	0.933996344803857	0.881448456076236	"HRK"	1
"M3"	"ErbB Signaling Pathway WP673"	"ErbB Signaling Pathway WP673"	"1/155"	"91/6201"	0.901789574293379	0.933996344803857	0.881448456076236	"EREG"	1
"M3"	"EGF/EGFR Signaling Pathway WP437"	"EGF/EGFR Signaling Pathway WP437"	"2/155"	"162/6201"	0.917444009011601	0.942488515514147	0.889462845857271	"NOS3/PXDN"	2
"M3"	"Chemokine signaling pathway WP3929"	"Chemokine signaling pathway WP3929"	"2/155"	"164/6201"	0.920822112858649	0.942488515514147	0.889462845857271	"PPBP/GNB3"	2
"M3"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380"	"1/155"	"144/6201"	0.974988328112132	0.989173559797244	0.933521326850393	"CNR1"	1
"M3"	"Integrated Breast Cancer Pathway WP1984"	"Integrated Breast Cancer Pathway WP1984"	"1/155"	"151/6201"	0.979140947805336	0.989173559797244	0.933521326850393	"EDAR"	1
"M3"	"Insulin Signaling WP481"	"Insulin Signaling WP481"	"1/155"	"160/6201"	0.983488654281168	0.989173559797244	0.933521326850393	"GRB14"	1
"M3"	"Circadian rhythm related genes WP3594"	"Circadian rhythm related genes WP3594"	"1/155"	"201/6201"	0.994332502740357	0.994332502740357	0.938390020735001	"KCND2"	1
"M4"	"miR-509-3p alteration of YAP1/ECM axis WP3967"	"miR-509-3p alteration of YAP1/ECM axis WP3967"	"7/137"	"17/6201"	3.5650753932382e-08	6.59538947749067e-06	5.92928328559617e-06	"TWIST1/TEAD2/EDNRA/SNAI2/COL3A1/SPARC/GPC6"	7
"M4"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"Epithelial to mesenchymal transition in colorectal cancer WP4239"	"14/137"	"159/6201"	9.25924174503548e-06	0.000856479861415782	0.000769979050376634	"TWIST1/FOXC2/MMP2/TWIST2/PKP1/COL4A1/WNT1/DLL3/SNAI2/SPARC/WNT11/WNT10A/WNT8B/COL4A2"	14
"M4"	"miRNA targets in ECM and membrane receptors WP2911"	"miRNA targets in ECM and membrane receptors WP2911"	"5/137"	"22/6201"	9.51970590106887e-05	0.00587048530565913	0.0052775913416452	"COL6A2/COL1A2/COL4A1/COL3A1/COL4A2"	5
"M4"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336"	"8/137"	"86/6201"	0.000575562707148965	0.0266197752056396	0.0239312915077728	"SFRP2/SOX7/SFRP1/DKK4/WNT1/NKD2/WNT11/WNT10A"	8
"M4"	"BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WP3876"	"BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation WP3876"	"3/137"	"13/6201"	0.00256509337286553	0.0844008116451145	0.0758766898431186	"BMP2/DCN/SFRP1"	3
"M4"	"Wnt Signaling WP428"	"Wnt Signaling WP428"	"8/137"	"115/6201"	0.00375700910931951	0.0844008116451145	0.0758766898431186	"SFRP2/SFRP1/DKK4/PRICKLE1/WNT1/NKD2/WNT11/WNT10A"	8
"M4"	"Differentiation Pathway WP2848"	"Differentiation Pathway WP2848"	"5/137"	"48/6201"	0.00390759276718734	0.0844008116451145	0.0758766898431186	"TF/NTF4/WNT1/GDF5/BMP4"	5
"M4"	"Regulation of sister chromatid separation at the metaphase-anaphase transition WP4240"	"Regulation of sister chromatid separation at the metaphase-anaphase transition WP4240"	"3/137"	"15/6201"	0.0039509199306124	0.0844008116451145	0.0758766898431186	"ESPL1/BUB1B/CENPE"	3
"M4"	"Hepatitis C and Hepatocellular Carcinoma WP3646"	"Hepatitis C and Hepatocellular Carcinoma WP3646"	"5/137"	"49/6201"	0.00427579972714675	0.0844008116451145	0.0758766898431186	"HNF1A/FRZB/E2F2/COL4A2/BIRC5"	5
"M4"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258"	"7/137"	"94/6201"	0.00456220603487105	0.0844008116451145	0.0758766898431186	"SFRP2/SFRP1/DKK4/WNT1/NKD2/WNT11/WNT10A"	7
"M4"	"Neural Crest Differentiation WP2064"	"Neural Crest Differentiation WP2064"	"7/137"	"101/6201"	0.00674995647053162	0.113521995186214	0.102056758119043	"TWIST1/WNT1/TFAP2B/HES5/DLL3/SNAI2/BMP4"	7
"M4"	"Adipogenesis WP236"	"Adipogenesis WP236"	"8/137"	"130/6201"	0.00783149945582272	0.1207356166106	0.108541834563157	"BMP2/HNF1A/TWIST1/FOXC2/FRZB/SPOCK1/WNT1/BMP4"	8
"M4"	"BMP Signaling Pathway in Eyelid Development WP3927"	"BMP Signaling Pathway in Eyelid Development WP3927"	"3/137"	"20/6201"	0.00913260108765429	0.12996393855508	0.116838135372419	"FOXC2/SFRP1/BMP4"	3
"M4"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840"	"6/137"	"87/6201"	0.0121817286135127	0.160972842392846	0.144715272250752	"FOXN1/SFRP1/SPINK5/DKK4/TP63/BMP4"	6
"M4"	"Heart Development WP1591"	"Heart Development WP1591"	"4/137"	"44/6201"	0.0156284835767127	0.192751297446123	0.173284238955832	"BMP2/TBX2/FOXC2/BMP4"	4
"M4"	"Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425"	"Bone Morphogenic Protein (BMP) Signalling and Regulation WP1425"	"2/137"	"12/6201"	0.0276652960558777	0.255293571802627	0.229510010496814	"BMP2/SMAD6"	2
"M4"	"Inflammatory Response Pathway WP453"	"Inflammatory Response Pathway WP453"	"3/137"	"30/6201"	0.0277195830042051	0.255293571802627	0.229510010496814	"COL1A2/COL3A1/LAMB1"	3
"M4"	"Matrix Metalloproteinases WP129"	"Matrix Metalloproteinases WP129"	"3/137"	"30/6201"	0.0277195830042051	0.255293571802627	0.229510010496814	"MMP2/MMP16/TIMP3"	3
"M4"	"Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS WP4304"	"Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS WP4304"	"3/137"	"30/6201"	0.0277195830042051	0.255293571802627	0.229510010496814	"BMP2/BMP4/SOX8"	3
"M4"	"Senescence and Autophagy in Cancer WP615"	"Senescence and Autophagy in Cancer WP615"	"6/137"	"105/6201"	0.0281997076525967	0.255293571802627	0.229510010496814	"SLC39A2/BMP2/CXCL14/PLAT/COL3A1/SPARC"	6
"M4"	"Cardiac Progenitor Differentiation WP2406"	"Cardiac Progenitor Differentiation WP2406"	"4/137"	"53/6201"	0.0289792703127306	0.255293571802627	0.229510010496814	"THY1/BMP4/ZFP42/SCN5A"	4
"M4"	"Genes targeted by miRNAs in adipocytes WP1992"	"Genes targeted by miRNAs in adipocytes WP1992"	"2/137"	"13/6201"	0.0322289692709708	0.263871928795257	0.237221990040686	"GJA1/ERG"	2
"M4"	"Development and heterogeneity of the ILC family WP3893"	"Development and heterogeneity of the ILC family WP3893"	"3/137"	"32/6201"	0.0328056992556265	0.263871928795257	0.237221990040686	"HNF1A/IL12B/TSLP"	3
"M4"	"Monoamine GPCRs WP58"	"Monoamine GPCRs WP58"	"3/137"	"33/6201"	0.0355187178464947	0.273790116733396	0.2461384833222	"ADRA2C/HTR1D/DRD5"	3
"M4"	"ESC Pluripotency Pathways WP3931"	"ESC Pluripotency Pathways WP3931"	"6/137"	"116/6201"	0.0428191867344791	0.315408257516524	0.283553369488539	"HNF1A/SMAD6/WNT1/BMP4/WNT11/WNT10A"	6
"M4"	"Wnt Signaling in Kidney Disease WP4150"	"Wnt Signaling in Kidney Disease WP4150"	"3/137"	"36/6201"	0.0443276470023223	0.315408257516524	0.283553369488539	"WNT1/WNT11/WNT10A"	3
"M4"	"Hedgehog Signaling Pathway WP47"	"Hedgehog Signaling Pathway WP47"	"2/137"	"16/6201"	0.0474988348292329	0.325454979385485	0.292585415322371	"PTCH2/DHH"	2
"M4"	"Endochondral Ossification WP474"	"Endochondral Ossification WP474"	"4/137"	"64/6201"	0.0523419077327489	0.338548307814519	0.304356373454873	"PTHLH/FRZB/PLAT/TIMP3"	4
"M4"	"NOTCH1 regulation of human endothelial cell calcification WP3413"	"NOTCH1 regulation of human endothelial cell calcification WP3413"	"2/137"	"17/6201"	0.0530697347384921	0.338548307814519	0.304356373454873	"PLAT/DLL3"	2
"M4"	"GPCRs, Class A Rhodopsin-like WP455"	"GPCRs, Class A Rhodopsin-like WP455"	"10/137"	"257/6201"	0.0573975539975707	0.35125889851732	0.315783248738188	"SSTR5/GPER1/ADRA2C/EDNRA/GPR6/HTR1D/TBXA2R/EDNRB/DRD5/APLNR"	10
"M4"	"TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859"	"TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859"	"2/137"	"18/6201"	0.0588595992110104	0.35125889851732	0.315783248738188	"TNC/SNAI2"	2
"M4"	"Focal Adhesion WP306"	"Focal Adhesion WP306"	"8/137"	"198/6201"	0.0711167731162648	0.411143844578406	0.369620070801639	"COL6A2/COL1A2/LAMC3/COL4A1/TNC/LAMB1/CAV1/COL4A2"	8
"M4"	"Prostaglandin Synthesis and Regulation WP98"	"Prostaglandin Synthesis and Regulation WP98"	"3/137"	"45/6201"	0.0764850089451561	0.428779595601633	0.385474686230771	"EDNRA/TBXA2R/EDNRB"	3
"M4"	"Complement Activation WP545"	"Complement Activation WP545"	"2/137"	"22/6201"	0.0839702938408713	0.456897187075329	0.410752520955345	"C8B/C1S"	2
"M4"	"Differentiation of white and brown adipocyte    WP2895"	"Differentiation of white and brown adipocyte    WP2895"	"2/137"	"25/6201"	0.104543983701748	0.545388934640394	0.490306979648263	"BMP2/BMP4"	2
"M4"	"Mesodermal Commitment Pathway WP2857"	"Mesodermal Commitment Pathway WP2857"	"6/137"	"147/6201"	0.106129738632725	0.545388934640394	0.490306979648263	"MSGN1/FOXC2/SMAD6/HES7/TEAD2/BMP4"	6
"M4"	"TGF-beta Receptor Signaling WP560"	"TGF-beta Receptor Signaling WP560"	"3/137"	"54/6201"	0.11625383873689	0.581269193684448	0.522563485645194	"SMAD6/WNT1/BMP4"	3
"M4"	"Breast cancer pathway WP4262"	"Breast cancer pathway WP4262"	"6/137"	"154/6201"	0.124900453266959	0.608067996168088	0.546655723439875	"E2F2/WNT1/HES5/DLL3/WNT11/WNT10A"	6
"M4"	"Gastric Cancer Network 1 WP2361"	"Gastric Cancer Network 1 WP2361"	"2/137"	"29/6201"	0.1337895255247	0.628895074230905	0.565379355496347	"KIF15/UBE2C"	2
"M4"	"Preimplantation Embryo WP3527"	"Preimplantation Embryo WP3527"	"3/137"	"58/6201"	0.135977313347223	0.628895074230905	0.565379355496347	"TFAP2B/ZFP42/SOX8"	3
"M4"	"Dopaminergic Neurogenesis WP2855"	"Dopaminergic Neurogenesis WP2855"	"2/137"	"30/6201"	0.141365949990449	0.637870749956906	0.573448526277048	"EN2/WNT1"	2
"M4"	"VEGFA-VEGFR2 Signaling Pathway WP3888"	"VEGFA-VEGFR2 Signaling Pathway WP3888"	"8/137"	"236/6201"	0.150385379620811	0.662411791186905	0.595511027069877	"GJA1/RHOJ/MMP2/WASF1/MMRN2/ERG/CAV1/PBK"	8
"M4"	"Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817"	"Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817"	"2/137"	"32/6201"	0.156780600641299	0.6690514944899	0.601480148673708	"PNCK/CAV1"	2
"M4"	"Lung fibrosis WP3624"	"Lung fibrosis WP3624"	"3/137"	"63/6201"	0.162101264134272	0.6690514944899	0.601480148673708	"SFTPA2/IL12B/MMP2"	3
"M4"	"Endothelin Pathways WP2197"	"Endothelin Pathways WP2197"	"2/137"	"33/6201"	0.164603947918383	0.6690514944899	0.601480148673708	"EDNRA/EDNRB"	2
"M4"	"Human Complement System WP2806"	"Human Complement System WP2806"	"4/137"	"97/6201"	0.166358749981272	0.6690514944899	0.601480148673708	"SFTPA2/DCN/C1S/LAMB1"	4
"M4"	"Photodynamic therapy-induced NF-kB survival signaling WP3617"	"Photodynamic therapy-induced NF-kB survival signaling WP3617"	"2/137"	"35/6201"	0.18044758704608	0.710272417096272	0.638537934004045	"MMP2/BIRC5"	2
"M4"	"Wnt Signaling Pathway and Pluripotency WP399"	"Wnt Signaling Pathway and Pluripotency WP399"	"4/137"	"102/6201"	0.188286495359886	0.715812452543433	0.643518449512731	"WNT1/NKD2/WNT11/WNT10A"	4
"M4"	"RAC1/PAK1/p38/MMP2 Pathway WP3303"	"RAC1/PAK1/p38/MMP2 Pathway WP3303"	"3/137"	"68/6201"	0.189593568511504	0.715812452543433	0.643518449512731	"MMP2/ANGPTL1/BIRC5"	3
"M4"	"Fibrin Complement Receptor 3 Signaling Pathway WP4136"	"Fibrin Complement Receptor 3 Signaling Pathway WP4136"	"2/137"	"37/6201"	0.196510124042717	0.727087458958054	0.653654728394723	"IL12B/PLAT"	2
"M4"	"PI3K-Akt Signaling Pathway WP4172"	"PI3K-Akt Signaling Pathway WP4172"	"10/137"	"340/6201"	0.218011789176607	0.76007441987401	0.68331014702756	"COL6A2/COL1A2/LAMC3/NTF4/COL4A1/TNC/LAMB1/COL4A2/NGFR/LAMB4"	10
"M4"	"Gene regulatory network modelling somitogenesis  WP2854"	"Gene regulatory network modelling somitogenesis  WP2854"	"1/137"	"11/6201"	0.218039259787694	0.76007441987401	0.68331014702756	"HES7"	1
"M4"	"Arrhythmogenic Right Ventricular Cardiomyopathy WP2118"	"Arrhythmogenic Right Ventricular Cardiomyopathy WP2118"	"3/137"	"74/6201"	0.224000399549944	0.76007441987401	0.68331014702756	"GJA1/CACNG4/CACNA1F"	3
"M4"	"Peptide GPCRs WP24"	"Peptide GPCRs WP24"	"3/137"	"74/6201"	0.224000399549944	0.76007441987401	0.68331014702756	"SSTR5/EDNRA/EDNRB"	3
"M4"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932"	"9/137"	"303/6201"	0.225968070773354	0.76007441987401	0.68331014702756	"COL6A2/COL1A2/LAMC3/COL4A1/TNC/COL3A1/LAMB1/COL4A2/NGFR"	9
"M4"	"Iron metabolism in placenta WP2007"	"Iron metabolism in placenta WP2007"	"1/137"	"12/6201"	0.235345983763314	0.770224589414387	0.692435192759449	"TF"	1
"M4"	"DNA Replication WP466"	"DNA Replication WP466"	"2/137"	"42/6201"	0.237312441062811	0.770224589414387	0.692435192759449	"ORC1/CDC6"	2
"M4"	"EDA Signalling in Hair Follicle Development WP3930"	"EDA Signalling in Hair Follicle Development WP3930"	"1/137"	"13/6201"	0.252272401637676	0.791739911571508	0.711777559193731	"DKK4"	1
"M4"	"Hedgehog Signaling Pathway WP4249"	"Hedgehog Signaling Pathway WP4249"	"2/137"	"44/6201"	0.253780287839638	0.791739911571508	0.711777559193731	"PTCH2/DHH"	2
"M4"	"Notch Signaling WP268"	"Notch Signaling WP268"	"2/137"	"45/6201"	0.262026579881242	0.791739911571508	0.711777559193731	"HES5/DLL3"	2
"M4"	"Spinal Cord Injury WP2431"	"Spinal Cord Injury WP2431"	"4/137"	"118/6201"	0.263662329578196	0.791739911571508	0.711777559193731	"GJA1/COL4A1/SLIT3/NGFR"	4
"M4"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706"	"5/137"	"158/6201"	0.270393964407049	0.791739911571508	0.711777559193731	"GJA1/TF/POU3F2/HES5/SCN5A"	5
"M4"	"Cell Cycle WP179"	"Cell Cycle WP179"	"4/137"	"120/6201"	0.273494564009108	0.791739911571508	0.711777559193731	"ESPL1/E2F2/ORC1/CDC6"	4
"M4"	"Mammary gland development pathway - Embryonic development (Stage 1 of 4) WP2813"	"Mammary gland development pathway - Embryonic development (Stage 1 of 4) WP2813"	"1/137"	"15/6201"	0.285017327054197	0.791739911571508	0.711777559193731	"SFRP1"	1
"M4"	"Role of Osx and miRNAs in tooth development WP3971"	"Role of Osx and miRNAs in tooth development WP3971"	"1/137"	"15/6201"	0.285017327054197	0.791739911571508	0.711777559193731	"HNF1A"	1
"M4"	"Allograft Rejection WP2328"	"Allograft Rejection WP2328"	"3/137"	"89/6201"	0.313972444568756	0.791739911571508	0.711777559193731	"IL12B/C8B/CCL21"	3
"M4"	"ACE Inhibitor Pathway WP554"	"ACE Inhibitor Pathway WP554"	"1/137"	"17/6201"	0.31633827810653	0.791739911571508	0.711777559193731	"REN"	1
"M4"	"Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678"	"Amplification and Expansion of Oncogenic Pathways as Metastatic Traits WP3678"	"1/137"	"17/6201"	0.31633827810653	0.791739911571508	0.711777559193731	"TNC"	1
"M4"	"Drug Induction of Bile Acid Pathway WP2289"	"Drug Induction of Bile Acid Pathway WP2289"	"1/137"	"17/6201"	0.31633827810653	0.791739911571508	0.711777559193731	"BAAT"	1
"M4"	"Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664"	"Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664"	"1/137"	"17/6201"	0.31633827810653	0.791739911571508	0.711777559193731	"WNT1"	1
"M4"	"4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression WP3879"	"4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression WP3879"	"1/137"	"18/6201"	0.331484082747443	0.791739911571508	0.711777559193731	"PBK"	1
