	pathway	X1018.015.022	X1058.016.043	X1089.016.076	X1155.016.142	X1158.016.145	X1161.016.148	X1184.016.171	X1190.016.177	X1195.016.182	X1480.019.118	X1486.019.124	X1503.019.141	X1541.019.179	X1543.019.181	X1545.019.183	X1551.019.189	X1553.019.191	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1568.019.206	X1569.019.207	X1576.019.214	X1581.019.219
669	positive regulation of DNA metabolic process (GO:0051054)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40647484144683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
670	positive regulation of DNA replication (GO:0045740)	NA	NA	1.6251642011194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
671	positive regulation of embryonic development (GO:0040019)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.90148186772054	NA	NA	NA	NA	NA	NA
672	positive regulation of endocytosis (GO:0045807)	NA	-1.57714495099223	NA	NA	-1.74508180802897	NA	1.53697324078475	NA	NA	1.60558658344393	-1.669891133305	NA	1.50530049158845	NA	NA	NA	NA	NA	NA	NA	-1.65613335042325	NA	NA	1.56063805527311	NA	NA
673	positive regulation of endopeptidase activity (GO:0010950)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65768231799407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
674	positive regulation of endothelial cell migration (GO:0010595)	NA	NA	NA	NA	NA	1.65082755271136	NA	NA	NA	1.70433585630826	-1.63729650265377	NA	2.03924399056525	NA	NA	NA	NA	NA	1.65265535177216	NA	NA	NA	-1.97057825749977	NA	NA	NA
675	positive regulation of endothelial cell proliferation (GO:0001938)	NA	-1.72759191243755	1.53127217912615	NA	NA	2.00188000046086	NA	NA	NA	NA	-1.68831736733646	NA	1.72000414863849	NA	NA	NA	-1.73534030866404	NA	1.72274269219695	NA	NA	NA	-1.82098986528207	NA	NA	NA
676	positive regulation of epidermal cell differentiation (GO:0045606)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69403735375574	NA	1.72661489399225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
677	positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.62716850950182	NA	1.57208141507477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
678	positive regulation of epithelial cell apoptotic process (GO:1904037)	NA	NA	NA	1.76071900016206	-1.80341656753551	NA	NA	NA	NA	1.61828849589391	NA	NA	1.74799035218548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.73345753506583	NA
679	positive regulation of epithelial cell migration (GO:0010634)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47016754052673	-1.52407367898502	NA	1.80333873725494	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.83536918741831	NA	NA	NA
680	positive regulation of epithelial cell proliferation (GO:0050679)	NA	-1.83177704334266	1.48162009822475	NA	NA	1.85508747484519	NA	1.6587305905466	NA	1.68256564506099	-1.94591355587935	NA	1.6483885651204	NA	NA	NA	-1.6349517400922	NA	1.71839064081772	NA	NA	NA	-1.90471268358285	NA	NA	NA
681	positive regulation of epithelial to mesenchymal transition (GO:0010718)	NA	NA	NA	1.55654437564631	-1.57725885580321	1.7372707674767	NA	NA	NA	1.82768704526469	-1.5462877918428	NA	2.17732871808016	NA	NA	NA	NA	NA	1.68917667058772	NA	-1.73057434031506	NA	-1.87122124206088	NA	NA	NA
682	positive regulation of ERBB signaling pathway (GO:1901186)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.50429326999826	NA	1.69333581788825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
683	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	NA	-1.51332555266098	1.69329557485957	1.77777128563069	-2.0628749425279	1.71150837218243	1.83195496387486	NA	1.62480294114935	2.13963667628684	-2.00672260045696	1.98829770032646	1.79372942713882	NA	NA	NA	-1.62529828133848	1.51623167470404	1.63989222039012	1.81512161389758	NA	-1.39086924262982	-1.65026288043493	1.6414941497754	-1.69714351612225	-1.58811263076753
684	positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	NA	NA	NA	NA	-1.83319327370533	1.8724772096407	NA	NA	NA	1.59834265396132	-1.68210294466913	NA	1.99308379930069	NA	NA	NA	NA	NA	NA	NA	NA	-1.61636976669005	NA	NA	NA	NA
685	positive regulation of fat cell differentiation (GO:0045600)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70360642105356	NA	NA	NA	NA	NA	1.78463454444791	NA	NA	NA	-1.71681294080049	NA	NA	NA
686	positive regulation of focal adhesion assembly (GO:0051894)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.80446520445452	NA	1.86811409797894	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67955406583936	NA	NA	NA
687	positive regulation of G-protein coupled receptor protein signaling pathway (GO:0045745)	NA	-1.85732437647299	NA	NA	NA	NA	NA	NA	NA	NA	-1.91322010521706	NA	NA	NA	NA	NA	NA	NA	NA	1.81603213439198	NA	NA	NA	1.71560322155774	NA	NA
688	positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	NA	NA	-1.69986898635048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
689	positive regulation of gene expression (GO:0010628)	NA	-1.24084464957115	1.2637212687918	1.39896749592736	-1.61869807281211	NA	1.32462894984468	NA	NA	1.58596595750697	-1.50883615487412	1.36387907709529	NA	NA	NA	NA	NA	NA	1.32366005542097	NA	NA	NA	NA	NA	NA	NA
690	positive regulation of granulocyte chemotaxis (GO:0071624)	NA	-2.00663407986407	NA	1.87877255116571	-1.94317241307956	1.75038376174426	1.85478019271358	NA	NA	NA	-2.03105311925303	1.78124971484225	1.54441379537874	NA	NA	NA	NA	1.74687790096363	NA	1.7954204232936	NA	-1.76007786067699	NA	1.63287177870612	NA	NA
691	positive regulation of GTPase activity (GO:0043547)	NA	NA	NA	1.40934679187001	-1.9121821043588	NA	1.44335464273035	NA	NA	1.69716467825035	-1.46497610069331	1.82258933745161	1.82705838270131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38338483053496	NA	NA
692	positive regulation of heart contraction (GO:0045823)	NA	-1.69098150217038	1.7559015332189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
693	positive regulation of homeostatic process (GO:0032846)	NA	NA	NA	NA	-1.52994052643623	1.52251450399799	NA	NA	NA	1.62103448273391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
694	positive regulation of hydrolase activity (GO:0051345)	NA	NA	NA	1.41861167994275	-2.01700450097656	NA	1.46239982498254	NA	NA	1.66454423562863	-1.54782495840732	1.85737060972967	1.75758761745599	NA	NA	NA	NA	NA	NA	1.42834573489221	NA	NA	NA	NA	NA	NA
695	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	NA	NA	NA	1.96669104114812	-2.02514511580822	NA	1.723351084294	NA	NA	1.98660788260156	-1.62884657307506	1.87848351969622	2.17265742591116	-1.57222562911113	NA	NA	NA	1.65842883439514	NA	NA	NA	NA	NA	NA	-1.52632208386522	NA
696	positive regulation of immune effector process (GO:0002699)	NA	NA	NA	NA	-1.84401833377289	NA	1.7791615994195	NA	NA	1.83570327520621	NA	1.96676339587622	1.69686512293703	NA	-1.85988250199202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
697	positive regulation of immune response (GO:0050778)	NA	-1.7807179264102	NA	1.88321344490661	-2.10696677448752	NA	1.82828464820828	NA	1.78646638488761	1.88015762193968	-1.87708802853019	2.01442169985522	1.99194434469802	-1.86838742710462	NA	NA	NA	1.93369509484332	NA	1.77437759759136	NA	NA	NA	1.8265087810905	-1.7988548364863	NA
698	positive regulation of immunoglobulin production (GO:0002639)	NA	NA	NA	1.65336871871049	NA	NA	NA	NA	NA	1.82128433933894	NA	1.74047176245721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
699	positive regulation of inflammatory response (GO:0050729)	NA	-1.89535728316751	NA	2.12804532262144	-2.20764611163108	NA	1.96216063920838	NA	NA	1.94704208787061	-1.92905827257413	1.89169140606667	2.16369689675494	-1.95743456746102	NA	NA	NA	1.84909011805363	NA	1.93828010046827	NA	-1.70311270728625	-1.40300720014756	1.88822095651089	-1.90575048815225	NA
700	positive regulation of innate immune response (GO:0045089)	NA	NA	NA	NA	-1.88054330353839	NA	1.57653771187456	NA	NA	1.88780448870536	-1.68386686183932	1.72962086513724	1.66003696675257	NA	NA	NA	NA	1.73021075118757	NA	NA	NA	NA	NA	NA	NA	NA
701	positive regulation of interferon-alpha production (GO:0032727)	NA	NA	NA	NA	-1.79070619031268	NA	1.66140684438353	NA	NA	1.87335229182658	NA	1.72535397994048	1.77709984169994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
702	positive regulation of interferon-beta production (GO:0032728)	NA	NA	NA	NA	-1.87431432046725	NA	NA	NA	NA	1.7456136467087	NA	1.63058201154785	1.72037060160588	NA	NA	NA	NA	1.66028415539778	NA	NA	NA	NA	NA	NA	NA	NA
703	positive regulation of interferon-gamma production (GO:0032729)	NA	-1.55965769437235	NA	1.9079595738723	-2.08676759812253	NA	1.92428643093654	NA	NA	2.0583250206896	-1.74408888136113	2.06388606511573	2.03730698206714	-1.78807431332749	NA	NA	NA	1.83088875333338	NA	1.76469887634675	NA	NA	NA	1.8928648315555	-1.78630000953699	NA
704	positive regulation of interleukin-1 beta production (GO:0032731)	NA	-1.65662734257205	NA	1.79859852373649	-1.91701535578013	NA	1.77631837417887	NA	NA	1.8018704133637	-1.80114134587066	1.9517087895584	1.58155439523546	NA	NA	NA	NA	1.76941097091931	NA	NA	NA	NA	NA	1.70154349870276	NA	NA
705	positive regulation of interleukin-1 beta secretion (GO:0050718)	NA	-1.83891353260305	NA	1.75399352049371	-1.86580565881086	NA	1.74865686696682	NA	NA	1.85666266501731	-1.89862933137145	1.95589594804843	1.83933288538873	NA	NA	NA	NA	1.8029628194059	NA	NA	NA	NA	NA	1.64256126084675	NA	NA
706	positive regulation of interleukin-1 secretion (GO:0050716)	NA	-1.77296122645858	NA	1.86819728095645	-1.89972274998352	NA	1.82876084330151	NA	NA	1.91985513800506	-1.94410316561092	1.88553367834212	1.88269284788857	-1.7097621137577	NA	NA	NA	1.86969424269212	NA	NA	NA	NA	NA	1.71426415505158	NA	NA
707	positive regulation of interleukin-10 production (GO:0032733)	NA	NA	NA	1.7693237391269	-1.86934973112672	NA	1.6910060212389	NA	NA	1.9592334269661	-1.57081759748304	1.75720707510715	1.64632383209701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65584527314948	NA	NA
708	positive regulation of interleukin-12 production (GO:0032735)	NA	NA	NA	NA	-1.92140878302099	NA	1.63659526646596	NA	NA	1.68046876341657	NA	1.88244591323786	1.52594040544128	NA	NA	NA	NA	NA	NA	1.63064309523245	NA	NA	NA	NA	NA	NA
709	positive regulation of interleukin-2 production (GO:0032743)	NA	-1.75877501627435	NA	1.88812097571823	-1.91892651742561	NA	1.96173276524335	NA	1.77662329472369	1.7718984947938	-1.66180238137786	1.7755444168438	2.07056238466886	-1.71222434392564	NA	NA	-1.72482383704133	1.74440768934086	NA	1.91370379195046	NA	NA	NA	1.78377746862636	-1.8494095644924	NA
710	positive regulation of interleukin-4 production (GO:0032753)	NA	NA	NA	1.68894776887766	-1.85293457605863	NA	1.75430640669807	NA	NA	1.76491691281283	NA	1.75528472306929	1.6585567415811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
711	positive regulation of interleukin-6 production (GO:0032755)	NA	-1.79031024797229	NA	1.90943239091493	-1.9007834552025	1.69576042562828	1.78818208594624	NA	NA	1.95664779976624	-1.74350991100468	NA	1.94641667448238	-1.6647902408362	NA	NA	NA	1.76950314389353	NA	1.67170627436201	NA	NA	NA	NA	NA	NA
712	positive regulation of interleukin-6 secretion (GO:2000778)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76699587761868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
713	positive regulation of interleukin-8 production (GO:0032757)	NA	-1.84261707014595	NA	2.00919380301369	-1.9379064320063	NA	1.75648368391414	NA	NA	2.01152881525916	-1.92592143134476	1.73104206626585	1.84312907991872	-1.82652774890387	NA	NA	NA	1.85310525126792	NA	1.77300008101057	-1.69284505159582	NA	NA	1.90512633920691	NA	NA
714	positive regulation of intracellular signal transduction (GO:1902533)	NA	-1.47382081664281	1.51474055498754	1.7433704160123	-1.9762228253883	NA	1.66758015283569	NA	NA	1.94448763227449	-1.82305934184815	1.72695669821101	2.0260324615141	NA	NA	NA	NA	1.3760194987781	1.63204528028599	1.3590916456311	NA	NA	NA	NA	-1.55527381349332	-1.46486542815105
715	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5555040715618	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.66556575821693	NA	NA	NA
716	positive regulation of ion transport (GO:0043270)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.55561506256669	NA	NA	NA	NA
717	positive regulation of JAK-STAT cascade (GO:0046427)	NA	NA	NA	1.69292553158853	-1.95545596307098	NA	1.72323187366141	NA	NA	1.67724577704443	NA	1.57747488159682	1.44287362191667	-1.72116022140107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.9476267773778	NA
718	positive regulation of JNK cascade (GO:0046330)	NA	NA	1.52253808416866	1.91237377330173	-1.84330700110752	NA	1.50329791466705	NA	NA	1.60589505846309	-1.8212691655028	1.63972105086147	1.86018240292281	NA	NA	NA	NA	1.56982901865046	1.5886449459444	1.62932183643488	NA	NA	-1.42595305263697	1.58692060916589	NA	NA
719	positive regulation of JUN kinase activity (GO:0043507)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52482542498727	-1.51550625953887	NA	1.4718121927617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
720	positive regulation of kinase activity (GO:0033674)	NA	NA	1.4710065704922	NA	-1.46574377589867	1.4423546513029	NA	NA	NA	1.44182017044067	-1.75659104964737	1.3934780771991	NA	1.61550359764159	NA	NA	NA	NA	1.54479230223079	NA	NA	NA	NA	NA	NA	NA
721	positive regulation of lamellipodium organization (GO:1902745)	NA	NA	NA	NA	-1.59941849355161	NA	NA	NA	NA	NA	NA	NA	1.57895100297796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
722	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	NA	-1.72777130554241	NA	1.76451544938475	-1.81486171421736	NA	1.73536032067434	NA	NA	2.04637321521315	-1.77778724352916	1.73807333643631	2.08691321931619	-1.86404974356435	NA	NA	NA	NA	1.70260849533963	NA	NA	-1.6569245707174	NA	1.64469649486793	-1.84909142220649	NA
723	positive regulation of leukocyte chemotaxis (GO:0002690)	NA	-1.93495076306906	NA	2.33727125218333	-2.34427182126405	1.63838763702915	2.07781458998057	NA	NA	2.14957720092803	-1.999149454024	2.26453673080668	2.23052798721868	-1.93554947480802	NA	NA	NA	1.87423726140972	NA	1.89170512848229	NA	-1.78043814711147	NA	1.80802485595624	NA	NA
724	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	NA	NA	NA	NA	-1.70455771208003	NA	1.77409136060323	NA	NA	1.71918924480316	NA	1.63770738338297	NA	-1.73180430990962	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78773632750333	NA	NA
725	positive regulation of leukocyte migration (GO:0002687)	NA	-1.81711252508436	NA	2.25047965899272	-2.1384614226907	1.86851380307382	2.10412842946303	NA	NA	1.69861270781061	-2.01558131039608	1.97245888066838	2.11222647377525	-2.10087999235526	NA	NA	NA	1.68551296393143	NA	1.68554564970242	NA	NA	NA	1.81696577254243	NA	NA
726	positive regulation of lipid kinase activity (GO:0090218)	NA	NA	1.63371830443038	1.69823375606667	-1.62903350387183	1.81817213676489	NA	NA	NA	1.6601002724303	-1.76772889030921	1.7606996243385	1.62053511605875	NA	NA	NA	NA	NA	1.84845465574445	NA	NA	NA	NA	NA	NA	NA
727	positive regulation of locomotion (GO:0040017)	NA	NA	NA	NA	-1.67671854112285	NA	NA	NA	NA	1.6523339561965	-1.77913340487083	NA	1.90564218793063	NA	NA	NA	NA	NA	1.85597389805931	NA	NA	NA	NA	NA	NA	NA
728	positive regulation of lymphocyte activation (GO:0051251)	-2.1282055506661	NA	2.01429354152621	2.14416526526604	-2.01074339729473	2.45525941443089	2.1984369828633	NA	NA	2.51043456794536	-2.04478092222338	2.15787989931107	NA	-2.57156823231077	2.1921932650332	1.76579897928923	-1.76017134204581	2.0830737880465	NA	-1.69315751970523	-1.63330444743601	-1.96607838903642	NA	2.010038907266	NA	NA
729	positive regulation of lymphocyte differentiation (GO:0045621)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6984324835516	NA	1.63001081464838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74648028673499	NA	NA
730	positive regulation of lymphocyte migration (GO:2000403)	NA	NA	NA	1.8080474947433	-1.962396388131	NA	1.73338717466167	NA	NA	1.84689938516823	NA	1.92727369807989	1.81571406772981	-1.66831330804943	NA	NA	NA	NA	NA	1.8108587512001	NA	NA	NA	NA	-1.85688331186665	NA
731	positive regulation of lymphocyte proliferation (GO:0050671)	NA	-1.563222418356	NA	1.87062483457953	-2.28448317831125	NA	2.05673949146721	NA	NA	2.25138418905184	-1.95865647339321	2.23101045671675	2.16080613591005	-1.90612285876675	-1.58218064214598	NA	-1.73681784471329	1.91979100740016	NA	1.71354709259201	NA	-1.55664749491171	NA	1.82392787838135	-1.99538276784168	NA
732	positive regulation of macroautophagy (GO:0016239)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51546052669518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
733	positive regulation of macromolecule biosynthetic process (GO:0010557)	NA	-1.61825709215177	NA	1.70628516899952	-1.76414131172941	1.36259224631933	NA	NA	NA	1.72612934255651	-1.57197734234714	1.7642881907638	1.7738659774993	NA	NA	NA	-1.49249475958467	1.42278075509148	1.57351865821029	1.53004629496389	NA	NA	NA	NA	NA	NA
734	positive regulation of macromolecule metabolic process (GO:0010604)	NA	-1.43478066412808	1.49280739419637	1.58954909688313	-1.78968847813475	NA	1.39872019547821	NA	NA	1.6349206970631	-1.70495747561328	1.52158963693808	1.64530553590647	NA	NA	NA	NA	NA	1.48929786272667	NA	NA	NA	-1.50399071625429	NA	-1.39902650495312	NA
735	positive regulation of macrophage activation (GO:0043032)	NA	NA	NA	1.61202492414055	NA	NA	NA	NA	NA	NA	NA	1.6310098151682	NA	-1.72140496275236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
736	positive regulation of MAP kinase activity (GO:0043406)	NA	-1.68445348268029	NA	1.41158042283809	-1.79905301177681	NA	1.46282613090056	NA	NA	1.50513464158717	-1.77703894064359	1.44305232033067	1.72226372252682	NA	NA	NA	NA	1.6623281221525	NA	NA	NA	NA	-1.40766475526162	1.37814843406972	NA	-1.63033185539282
737	positive regulation of MAPK cascade (GO:0043410)	NA	-1.63954907458427	1.7105707753013	1.82097018912706	-2.04559901386055	NA	1.80301525475077	NA	1.71723242531022	2.00035878592851	-2.07285649156043	1.93216818453399	1.78695500558776	NA	NA	NA	-1.61010801191607	1.59449297554347	1.58081085079389	1.77159896370771	NA	-1.34796384946282	-1.54071781179671	1.63685412780466	-1.65562895560737	-1.67358811840659
738	positive regulation of membrane protein ectodomain proteolysis (GO:0051044)	NA	NA	NA	1.68065486273126	-1.63816728616353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78135472776331	NA	NA
739	positive regulation of mitotic cell cycle (GO:0045931)	NA	-1.69666014490525	NA	NA	-1.55708235200127	NA	NA	NA	NA	1.51487042991545	-1.77605976044595	NA	1.65471448074083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
740	positive regulation of mitotic cell cycle phase transition (GO:1901992)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67889506418764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.62178433941993	NA	NA	NA	NA
741	positive regulation of mitotic nuclear division (GO:0045840)	NA	-1.76738957090028	NA	NA	-1.78511027228431	NA	1.77562881846943	NA	NA	1.65586088987952	-1.96829800928685	NA	1.80110658639532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
742	positive regulation of monocyte chemotaxis (GO:0090026)	NA	-1.73706674203844	NA	NA	-1.90423021424143	NA	1.8315768420277	NA	NA	1.90273071684311	-1.89723663211543	1.81843072760926	2.01573686623513	NA	NA	NA	NA	1.63882959074229	NA	NA	NA	NA	NA	1.72393971478777	NA	NA
743	positive regulation of mononuclear cell migration (GO:0071677)	NA	-1.819703779566	NA	NA	-1.9383173944006	NA	1.87453744570992	NA	NA	1.94923648823336	-1.95040650070425	1.88873423429533	2.07794469241418	NA	NA	NA	NA	1.610382825306	NA	1.65283161340662	NA	NA	NA	1.77560677668793	NA	NA
744	positive regulation of monooxygenase activity (GO:0032770)	NA	NA	NA	NA	-1.6852873932786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
745	positive regulation of multi-organism process (GO:0043902)	NA	NA	NA	1.77020043459748	-1.92386714360406	NA	1.623060947655	NA	NA	1.85496800872855	NA	1.79143800585603	1.65254330484028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
746	positive regulation of multicellular organismal process (GO:0051240)	NA	NA	1.41157457399029	1.5449721859927	-1.42088199067569	NA	NA	NA	NA	1.45909466857835	-1.58365132651036	1.40336093355181	1.35295230804005	NA	NA	NA	NA	NA	NA	NA	-1.48169896150211	NA	NA	NA	NA	NA
747	positive regulation of myeloid cell differentiation (GO:0045639)	NA	NA	NA	NA	-1.5817365090396	NA	NA	NA	NA	1.50476896470018	-1.67970461918027	NA	1.67332853769929	NA	NA	NA	NA	1.66259608670857	NA	NA	NA	NA	NA	NA	NA	NA
748	positive regulation of myeloid leukocyte differentiation (GO:0002763)	NA	NA	NA	NA	-1.79430010093657	NA	1.84048870456506	NA	NA	NA	NA	1.77545040108817	NA	NA	NA	NA	NA	NA	NA	1.65971520653159	NA	NA	NA	NA	-1.81119149954524	NA
749	positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	NA	NA	NA	NA	-1.65593576901551	NA	1.7129205645872	NA	NA	1.69034887843511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67338047783961	NA	NA
750	positive regulation of natural killer cell mediated immunity (GO:0002717)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64972311828367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
751	positive regulation of nervous system development (GO:0051962)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.42084663977851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.55563680188914	NA	NA	NA
752	positive regulation of neurogenesis (GO:0050769)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6341511241629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.82119272220554	NA	NA	NA
753	positive regulation of neuron death (GO:1901216)	NA	-1.59652755701937	NA	NA	NA	NA	NA	NA	NA	NA	-1.76473055881849	NA	1.48253031617146	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.8658544866485	NA	NA	NA
754	positive regulation of neuron differentiation (GO:0045666)	NA	NA	1.71168123265665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.80730184219369	NA	NA	NA
755	positive regulation of neuron projection development (GO:0010976)	NA	NA	1.6514370187191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75239153108438	NA	NA	NA
756	positive regulation of neutrophil chemotaxis (GO:0090023)	NA	-1.94380411376906	NA	2.0539252379359	-1.90183154515873	NA	1.77901298198251	NA	NA	NA	-1.96730632271647	1.79915826562771	NA	-1.80917792812624	NA	NA	NA	1.81192812493389	NA	1.85529895526655	NA	-1.69852419911116	NA	NA	NA	NA
757	positive regulation of neutrophil migration (GO:1902624)	NA	-1.96626311280923	NA	2.11374567389313	-1.91529342271305	NA	1.77265019872579	NA	NA	NA	-1.98878723214992	1.8230554026355	1.57205188164399	-1.84197711416749	NA	NA	NA	1.83627488264331	NA	1.84236270547593	NA	-1.67387288901999	NA	NA	NA	NA
758	positive regulation of NF-kappaB import into nucleus (GO:0042346)	NA	NA	NA	1.88590753396434	-1.89468530978952	NA	1.67389911087436	NA	NA	1.69645761696356	-1.64542049486675	1.8430834299722	1.71232086566737	NA	NA	NA	NA	1.82627489463244	NA	1.69426740896007	NA	NA	NA	NA	NA	NA
759	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	NA	-1.49146818715814	NA	1.72323184912531	-1.9544477292747	1.54113916046364	1.66724975468523	NA	NA	1.86193346402311	-1.73133775447236	1.93664908427645	1.95943493346019	NA	NA	NA	NA	1.67784545905974	NA	NA	NA	NA	NA	NA	NA	NA
760	positive regulation of NIK/NF-kappaB signaling (GO:1901224)	NA	NA	NA	1.73068861582408	-1.6213889621634	NA	NA	NA	NA	1.5842362874077	NA	NA	1.95454757100167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
761	positive regulation of nitric oxide biosynthetic process (GO:0045429)	NA	-1.64375106269031	NA	NA	-1.9063120889547	NA	1.61830097811021	NA	NA	NA	-1.72729781953462	NA	1.8361407011478	NA	NA	NA	NA	1.64522452420814	NA	1.70057998343287	NA	NA	NA	1.6842132062889	NA	NA
762	positive regulation of nitric oxide metabolic process (GO:1904407)	NA	-1.64375106269031	NA	NA	-1.9063120889547	NA	1.61830097811021	NA	NA	NA	-1.72729781953462	NA	1.8361407011478	NA	NA	NA	NA	1.64522452420814	NA	1.70057998343287	NA	NA	NA	1.6842132062889	NA	NA
763	positive regulation of Notch signaling pathway (GO:0045747)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6882206219978	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.67673703060414	NA	NA	NA
764	positive regulation of nuclear division (GO:0051785)	NA	-1.68022317117637	NA	NA	-1.7529560958503	NA	1.61508145827407	NA	NA	NA	-1.83755240271379	NA	1.98009851558704	NA	NA	NA	NA	NA	NA	1.69077350332192	NA	NA	NA	1.57341748530279	NA	NA
765	positive regulation of nucleic acid-templated transcription (GO:1903508)	NA	NA	NA	1.34557013681088	-1.54591961483817	NA	1.3138746584978	NA	NA	1.58100312007018	-1.41910104751309	NA	1.25571291017448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
