pathway	DB	n	statistic	df	p	method
nucleobase-containing compound catabolic process (GO:0034655)	GO_Biological_Process_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
nucleobase-containing small molecule catabolic process (GO:0034656)	GO_Biological_Process_2018	63	1.4266975308642	1	0.232	Kruskal-Wallis
nucleobase-containing small molecule interconversion (GO:0015949)	GO_Biological_Process_2018	63	0.741512345679013	1	0.389	Kruskal-Wallis
nucleocytoplasmic transport (GO:0006913)	GO_Biological_Process_2018	63	3.83506944444446	1	0.0502	Kruskal-Wallis
nucleosome assembly (GO:0006334)	GO_Biological_Process_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
nucleosome disassembly (GO:0006337)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
nucleosome organization (GO:0034728)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
nucleotide biosynthetic process (GO:0009165)	GO_Biological_Process_2018	63	0.648919753086432	1	0.42	Kruskal-Wallis
nucleotide catabolic process (GO:0009166)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	GO_Biological_Process_2018	63	0.583526234567898	1	0.445	Kruskal-Wallis
nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423)	GO_Biological_Process_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
nucleotide-excision repair (GO:0006289)	GO_Biological_Process_2018	63	2.04648919753089	1	0.153	Kruskal-Wallis
nucleotide-excision repair, DNA damage recognition (GO:0000715)	GO_Biological_Process_2018	63	2.12673611111111	1	0.145	Kruskal-Wallis
nucleotide-excision repair, DNA duplex unwinding (GO:0000717)	GO_Biological_Process_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
nucleotide-excision repair, DNA gap filling (GO:0006297)	GO_Biological_Process_2018	63	2.59567901234567	1	0.107	Kruskal-Wallis
nucleotide-excision repair, DNA incision (GO:0033683)	GO_Biological_Process_2018	63	1.4266975308642	1	0.232	Kruskal-Wallis
nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	GO_Biological_Process_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
nucleotide-excision repair, preincision complex assembly (GO:0006294)	GO_Biological_Process_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
nucleotide-excision repair, preincision complex stabilization (GO:0006293)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
nucleotide-sugar biosynthetic process (GO:0009226)	GO_Biological_Process_2018	63	1.77777777777777	1	0.182	Kruskal-Wallis
nucleus organization (GO:0006997)	GO_Biological_Process_2018	63	1.14371141975309	1	0.285	Kruskal-Wallis
O-glycan processing (GO:0016266)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
odontogenesis (GO:0042476)	GO_Biological_Process_2018	63	0.390625	1	0.532	Kruskal-Wallis
odontogenesis of dentin-containing tooth (GO:0042475)	GO_Biological_Process_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
oligosaccharide biosynthetic process (GO:0009312)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
oligosaccharide metabolic process (GO:0009311)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
organelle assembly (GO:0070925)	GO_Biological_Process_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
organelle disassembly (GO:1903008)	GO_Biological_Process_2018	63	5.97530864197532	1	0.0145	Kruskal-Wallis
organelle fission (GO:0048285)	GO_Biological_Process_2018	63	3.94463734567901	1	0.047	Kruskal-Wallis
organelle fusion (GO:0048284)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
organelle membrane fusion (GO:0090174)	GO_Biological_Process_2018	63	2.04648919753089	1	0.153	Kruskal-Wallis
organelle transport along microtubule (GO:0072384)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
organic anion transport (GO:0015711)	GO_Biological_Process_2018	63	0.5625	1	0.453	Kruskal-Wallis
organic cation transport (GO:0015695)	GO_Biological_Process_2018	63	0.23630401234567	1	0.627	Kruskal-Wallis
organic cyclic compound biosynthetic process (GO:1901362)	GO_Biological_Process_2018	63	0.0625	1	0.803	Kruskal-Wallis
organic hydroxy compound biosynthetic process (GO:1901617)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
organic hydroxy compound transport (GO:0015850)	GO_Biological_Process_2018	63	0.741512345679013	1	0.389	Kruskal-Wallis
organic substance transport (GO:0071702)	GO_Biological_Process_2018	63	0.541859567901241	1	0.462	Kruskal-Wallis
organonitrogen compound biosynthetic process (GO:1901566)	GO_Biological_Process_2018	63	0.444444444444457	1	0.505	Kruskal-Wallis
organonitrogen compound catabolic process (GO:1901565)	GO_Biological_Process_2018	63	0.151234567901241	1	0.697	Kruskal-Wallis
organophosphate biosynthetic process (GO:0090407)	GO_Biological_Process_2018	63	8.02777777777777	1	0.00461	Kruskal-Wallis
organophosphate ester transport (GO:0015748)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
osteoclast differentiation (GO:0030316)	GO_Biological_Process_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
outer dynein arm assembly (GO:0036158)	GO_Biological_Process_2018	63	2.640625	1	0.104	Kruskal-Wallis
outflow tract septum morphogenesis (GO:0003148)	GO_Biological_Process_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
oxoacid metabolic process (GO:0043436)	GO_Biological_Process_2018	63	1.02797067901233	1	0.311	Kruskal-Wallis
pattern recognition receptor signaling pathway (GO:0002221)	GO_Biological_Process_2018	63	0.000771604938250903	1	0.978	Kruskal-Wallis
peptide biosynthetic process (GO:0043043)	GO_Biological_Process_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
peptide catabolic process (GO:0043171)	GO_Biological_Process_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
peptide cross-linking (GO:0018149)	GO_Biological_Process_2018	63	0.541859567901241	1	0.462	Kruskal-Wallis
peptide hormone secretion (GO:0030072)	GO_Biological_Process_2018	63	1.4266975308642	1	0.232	Kruskal-Wallis
peptide metabolic process (GO:0006518)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
peptide transport (GO:0015833)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
peptidyl-asparagine modification (GO:0018196)	GO_Biological_Process_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
peptidyl-glutamic acid modification (GO:0018200)	GO_Biological_Process_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
peptidyl-L-cysteine S-palmitoylation (GO:0018230)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
peptidyl-lysine methylation (GO:0018022)	GO_Biological_Process_2018	63	2.68595679012347	1	0.101	Kruskal-Wallis
peptidyl-lysine modification (GO:0018205)	GO_Biological_Process_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
peptidyl-lysine trimethylation (GO:0018023)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
peptidyl-proline modification (GO:0018208)	GO_Biological_Process_2018	63	4.87673611111111	1	0.0272	Kruskal-Wallis
peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
peptidyl-serine modification (GO:0018209)	GO_Biological_Process_2018	63	0.0933641975308888	1	0.76	Kruskal-Wallis
peptidyl-serine phosphorylation (GO:0018105)	GO_Biological_Process_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
peptidyl-threonine dephosphorylation (GO:0035970)	GO_Biological_Process_2018	63	0.40817901234567	1	0.523	Kruskal-Wallis
peptidyl-threonine modification (GO:0018210)	GO_Biological_Process_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
peptidyl-threonine phosphorylation (GO:0018107)	GO_Biological_Process_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
peptidyl-tyrosine autophosphorylation (GO:0038083)	GO_Biological_Process_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
peptidyl-tyrosine dephosphorylation (GO:0035335)	GO_Biological_Process_2018	63	0.25	1	0.617	Kruskal-Wallis
peptidyl-tyrosine modification (GO:0018212)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
peptidyl-tyrosine phosphorylation (GO:0018108)	GO_Biological_Process_2018	63	0.023341049382708	1	0.879	Kruskal-Wallis
peripheral nervous system development (GO:0007422)	GO_Biological_Process_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
peroxisome organization (GO:0007031)	GO_Biological_Process_2018	63	0.0625	1	0.803	Kruskal-Wallis
phagocytosis (GO:0006909)	GO_Biological_Process_2018	63	2.640625	1	0.104	Kruskal-Wallis
phagocytosis, engulfment (GO:0006911)	GO_Biological_Process_2018	63	2.73167438271605	1	0.0984	Kruskal-Wallis
phagosome acidification (GO:0090383)	GO_Biological_Process_2018	63	0.482253086419774	1	0.487	Kruskal-Wallis
phagosome maturation (GO:0090382)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
pharyngeal system development (GO:0060037)	GO_Biological_Process_2018	63	0.340277777777771	1	0.56	Kruskal-Wallis
phosphate-containing compound metabolic process (GO:0006796)	GO_Biological_Process_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
phosphatidic acid biosynthetic process (GO:0006654)	GO_Biological_Process_2018	63	1.46006944444446	1	0.227	Kruskal-Wallis
phosphatidic acid metabolic process (GO:0046473)	GO_Biological_Process_2018	63	1.66840277777777	1	0.196	Kruskal-Wallis
phosphatidylcholine acyl-chain remodeling (GO:0036151)	GO_Biological_Process_2018	63	1.59741512345678	1	0.206	Kruskal-Wallis
phosphatidylcholine biosynthetic process (GO:0006656)	GO_Biological_Process_2018	63	1	1	0.317	Kruskal-Wallis
phosphatidylcholine metabolic process (GO:0046470)	GO_Biological_Process_2018	63	1	1	0.317	Kruskal-Wallis
phosphatidylethanolamine acyl-chain remodeling (GO:0036152)	GO_Biological_Process_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
phosphatidylethanolamine biosynthetic process (GO:0006646)	GO_Biological_Process_2018	63	0.185378086419774	1	0.667	Kruskal-Wallis
phosphatidylethanolamine metabolic process (GO:0046337)	GO_Biological_Process_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
phosphatidylglycerol acyl-chain remodeling (GO:0036148)	GO_Biological_Process_2018	63	2.91840277777777	1	0.0876	Kruskal-Wallis
phosphatidylglycerol metabolic process (GO:0046471)	GO_Biological_Process_2018	63	3.26003086419752	1	0.071	Kruskal-Wallis
phosphatidylinositol 3-kinase signaling (GO:0014065)	GO_Biological_Process_2018	63	2.08641975308643	1	0.149	Kruskal-Wallis
phosphatidylinositol acyl-chain remodeling (GO:0036149)	GO_Biological_Process_2018	63	0.521604938271565	1	0.47	Kruskal-Wallis
phosphatidylinositol biosynthetic process (GO:0006661)	GO_Biological_Process_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
phosphatidylinositol metabolic process (GO:0046488)	GO_Biological_Process_2018	63	0.583526234567898	1	0.445	Kruskal-Wallis
phosphatidylinositol phosphorylation (GO:0046854)	GO_Biological_Process_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
phosphatidylinositol-mediated signaling (GO:0048015)	GO_Biological_Process_2018	63	1.74093364197532	1	0.187	Kruskal-Wallis
phosphatidylserine acyl-chain remodeling (GO:0036150)	GO_Biological_Process_2018	63	1.59741512345678	1	0.206	Kruskal-Wallis
phosphatidylserine metabolic process (GO:0006658)	GO_Biological_Process_2018	63	2.33410493827157	1	0.127	Kruskal-Wallis
phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
phospholipid biosynthetic process (GO:0008654)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
phospholipid catabolic process (GO:0009395)	GO_Biological_Process_2018	63	3.5679012345679	1	0.0589	Kruskal-Wallis
phospholipid dephosphorylation (GO:0046839)	GO_Biological_Process_2018	63	2.87114197530866	1	0.0902	Kruskal-Wallis
phospholipid metabolic process (GO:0006644)	GO_Biological_Process_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
phospholipid translocation (GO:0045332)	GO_Biological_Process_2018	63	1.39371141975309	1	0.238	Kruskal-Wallis
phospholipid transport (GO:0015914)	GO_Biological_Process_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
phosphorylation (GO:0016310)	GO_Biological_Process_2018	63	0.0771604938271651	1	0.781	Kruskal-Wallis
photoperiodism (GO:0009648)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
phototransduction, visible light (GO:0007603)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
pigment granule transport (GO:0051904)	GO_Biological_Process_2018	63	2.00694444444446	1	0.157	Kruskal-Wallis
piRNA metabolic process (GO:0034587)	GO_Biological_Process_2018	63	0.0771604938271651	1	0.781	Kruskal-Wallis
plasma membrane bounded cell projection assembly (GO:0120031)	GO_Biological_Process_2018	63	1.70447530864197	1	0.192	Kruskal-Wallis
plasma membrane bounded cell projection morphogenesis (GO:0120039)	GO_Biological_Process_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
plasma membrane bounded cell projection organization (GO:0120036)	GO_Biological_Process_2018	63	2.82426697530866	1	0.0928	Kruskal-Wallis
plasma membrane invagination (GO:0099024)	GO_Biological_Process_2018	63	2.77777777777777	1	0.0956	Kruskal-Wallis
plasma membrane organization (GO:0007009)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
platelet aggregation (GO:0070527)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
platelet degranulation (GO:0002576)	GO_Biological_Process_2018	63	0.0123456790123271	1	0.912	Kruskal-Wallis
platelet-derived growth factor receptor signaling pathway (GO:0048008)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
polyol metabolic process (GO:0019751)	GO_Biological_Process_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
porphyrin-containing compound biosynthetic process (GO:0006779)	GO_Biological_Process_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
positive chemotaxis (GO:0050918)	GO_Biological_Process_2018	63	0.140625	1	0.708	Kruskal-Wallis
positive regulation by host of viral transcription (GO:0043923)	GO_Biological_Process_2018	63	0	1	1	Kruskal-Wallis
positive regulation of actin cytoskeleton reorganization (GO:2000251)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
positive regulation of actin filament bundle assembly (GO:0032233)	GO_Biological_Process_2018	63	2.08641975308643	1	0.149	Kruskal-Wallis
positive regulation of actin filament polymerization (GO:0030838)	GO_Biological_Process_2018	63	0.815007716049394	1	0.367	Kruskal-Wallis
positive regulation of activated T cell proliferation (GO:0042104)	GO_Biological_Process_2018	63	0.278549382716051	1	0.598	Kruskal-Wallis
positive regulation of acute inflammatory response (GO:0002675)	GO_Biological_Process_2018	63	0.278549382716051	1	0.598	Kruskal-Wallis
positive regulation of adenylate cyclase activity (GO:0045762)	GO_Biological_Process_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
positive regulation of adherens junction organization (GO:1903393)	GO_Biological_Process_2018	63	0.00019290123455562	1	0.989	Kruskal-Wallis
positive regulation of alpha-beta T cell activation (GO:0046635)	GO_Biological_Process_2018	63	0.694444444444457	1	0.405	Kruskal-Wallis
positive regulation of angiogenesis (GO:0045766)	GO_Biological_Process_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	GO_Biological_Process_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
positive regulation of apoptotic process (GO:0043065)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
positive regulation of apoptotic signaling pathway (GO:2001235)	GO_Biological_Process_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
positive regulation of ATP metabolic process (GO:1903580)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
positive regulation of ATPase activity (GO:0032781)	GO_Biological_Process_2018	63	3.83506944444446	1	0.0502	Kruskal-Wallis
positive regulation of autophagy (GO:0010508)	GO_Biological_Process_2018	63	0.741512345679013	1	0.389	Kruskal-Wallis
positive regulation of axon extension (GO:0045773)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
positive regulation of axonogenesis (GO:0050772)	GO_Biological_Process_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
positive regulation of B cell activation (GO:0050871)	GO_Biological_Process_2018	63	2.16743827160491	1	0.141	Kruskal-Wallis
positive regulation of B cell proliferation (GO:0030890)	GO_Biological_Process_2018	63	0.0326003086419746	1	0.857	Kruskal-Wallis
positive regulation of binding (GO:0051099)	GO_Biological_Process_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
positive regulation of biomineral tissue development (GO:0070169)	GO_Biological_Process_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
positive regulation of biosynthetic process (GO:0009891)	GO_Biological_Process_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
positive regulation of blood circulation (GO:1903524)	GO_Biological_Process_2018	63	5.18827160493825	1	0.0227	Kruskal-Wallis
positive regulation of blood coagulation (GO:0030194)	GO_Biological_Process_2018	63	0.00019290123455562	1	0.989	Kruskal-Wallis
positive regulation of blood vessel endothelial cell migration (GO:0043536)	GO_Biological_Process_2018	63	0	1	1	Kruskal-Wallis
positive regulation of BMP signaling pathway (GO:0030513)	GO_Biological_Process_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
positive regulation of bone mineralization (GO:0030501)	GO_Biological_Process_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
positive regulation of calcium ion transmembrane transport (GO:1904427)	GO_Biological_Process_2018	63	1.52797067901233	1	0.216	Kruskal-Wallis
positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	GO_Biological_Process_2018	63	0.140625	1	0.708	Kruskal-Wallis
positive regulation of calcium ion transport (GO:0051928)	GO_Biological_Process_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
positive regulation of calcium ion transport into cytosol (GO:0010524)	GO_Biological_Process_2018	63	1.32889660493825	1	0.249	Kruskal-Wallis
positive regulation of calcium-mediated signaling (GO:0050850)	GO_Biological_Process_2018	63	0.40817901234567	1	0.523	Kruskal-Wallis
positive regulation of cAMP biosynthetic process (GO:0030819)	GO_Biological_Process_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
positive regulation of cAMP metabolic process (GO:0030816)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
positive regulation of canonical Wnt signaling pathway (GO:0090263)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
positive regulation of carbohydrate metabolic process (GO:0045913)	GO_Biological_Process_2018	63	1.59741512345678	1	0.206	Kruskal-Wallis
positive regulation of cardiac muscle hypertrophy (GO:0010613)	GO_Biological_Process_2018	63	0.918402777777771	1	0.338	Kruskal-Wallis
positive regulation of cardiac muscle tissue growth (GO:0055023)	GO_Biological_Process_2018	63	2.2085262345679	1	0.137	Kruskal-Wallis
positive regulation of cartilage development (GO:0061036)	GO_Biological_Process_2018	63	4.515625	1	0.0336	Kruskal-Wallis
positive regulation of catabolic process (GO:0009896)	GO_Biological_Process_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
positive regulation of catalytic activity (GO:0043085)	GO_Biological_Process_2018	63	3.21006944444446	1	0.0732	Kruskal-Wallis
positive regulation of cation channel activity (GO:2001259)	GO_Biological_Process_2018	63	0.671489197530889	1	0.413	Kruskal-Wallis
positive regulation of cation transmembrane transport (GO:1904064)	GO_Biological_Process_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
positive regulation of cell adhesion (GO:0045785)	GO_Biological_Process_2018	63	1.59741512345678	1	0.206	Kruskal-Wallis
positive regulation of cell communication (GO:0010647)	GO_Biological_Process_2018	63	0.426118827160508	1	0.514	Kruskal-Wallis
positive regulation of cell cycle (GO:0045787)	GO_Biological_Process_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
positive regulation of cell cycle arrest (GO:0071158)	GO_Biological_Process_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
positive regulation of cell cycle G1/S phase transition (GO:1902808)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
positive regulation of cell cycle G2/M phase transition (GO:1902751)	GO_Biological_Process_2018	63	1.74093364197532	1	0.187	Kruskal-Wallis
positive regulation of cell cycle process (GO:0090068)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
positive regulation of cell death (GO:0010942)	GO_Biological_Process_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
positive regulation of cell development (GO:0010720)	GO_Biological_Process_2018	63	1	1	0.317	Kruskal-Wallis
positive regulation of cell differentiation (GO:0045597)	GO_Biological_Process_2018	63	0.340277777777771	1	0.56	Kruskal-Wallis
positive regulation of cell division (GO:0051781)	GO_Biological_Process_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
positive regulation of cell growth (GO:0030307)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
positive regulation of cell junction assembly (GO:1901890)	GO_Biological_Process_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
positive regulation of cell migration (GO:0030335)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	GO_Biological_Process_2018	63	0.293402777777771	1	0.588	Kruskal-Wallis
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	GO_Biological_Process_2018	63	0.00019290123455562	1	0.989	Kruskal-Wallis
positive regulation of cell motility (GO:2000147)	GO_Biological_Process_2018	63	0	1	1	Kruskal-Wallis
positive regulation of cell projection organization (GO:0031346)	GO_Biological_Process_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
positive regulation of cell proliferation (GO:0008284)	GO_Biological_Process_2018	63	0.111312673217469	1	0.739	Kruskal-Wallis
positive regulation of cell-cell adhesion (GO:0022409)	GO_Biological_Process_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
positive regulation of cell-matrix adhesion (GO:0001954)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
positive regulation of cell-substrate adhesion (GO:0010811)	GO_Biological_Process_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
positive regulation of cellular amide metabolic process (GO:0034250)	GO_Biological_Process_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
positive regulation of cellular biosynthetic process (GO:0031328)	GO_Biological_Process_2018	63	0.00694444444445708	1	0.934	Kruskal-Wallis
positive regulation of cellular catabolic process (GO:0031331)	GO_Biological_Process_2018	63	0.426118827160508	1	0.514	Kruskal-Wallis
positive regulation of cellular component biogenesis (GO:0044089)	GO_Biological_Process_2018	63	0.0123456790123271	1	0.912	Kruskal-Wallis
positive regulation of cellular component movement (GO:0051272)	GO_Biological_Process_2018	63	0.197530864197546	1	0.657	Kruskal-Wallis
positive regulation of cellular component organization (GO:0051130)	GO_Biological_Process_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
positive regulation of cellular metabolic process (GO:0031325)	GO_Biological_Process_2018	63	0.23630401234567	1	0.627	Kruskal-Wallis
positive regulation of cellular process (GO:0048522)	GO_Biological_Process_2018	63	0.0367346938775484	1	0.848	Kruskal-Wallis
positive regulation of cellular protein catabolic process (GO:1903364)	GO_Biological_Process_2018	63	2.33410493827157	1	0.127	Kruskal-Wallis
positive regulation of cellular protein localization (GO:1903829)	GO_Biological_Process_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
positive regulation of cellular protein metabolic process (GO:0032270)	GO_Biological_Process_2018	63	0.0123456790123271	1	0.912	Kruskal-Wallis
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
positive regulation of chemokine production (GO:0032722)	GO_Biological_Process_2018	63	0.0933641975308888	1	0.76	Kruskal-Wallis
positive regulation of chemotaxis (GO:0050921)	GO_Biological_Process_2018	63	0.25	1	0.617	Kruskal-Wallis
positive regulation of cholesterol transport (GO:0032376)	GO_Biological_Process_2018	63	0.00019290123455562	1	0.989	Kruskal-Wallis
positive regulation of chromosome organization (GO:2001252)	GO_Biological_Process_2018	63	0.340277777777771	1	0.56	Kruskal-Wallis
positive regulation of collagen biosynthetic process (GO:0032967)	GO_Biological_Process_2018	63	0.356674382716051	1	0.55	Kruskal-Wallis
positive regulation of collagen metabolic process (GO:0010714)	GO_Biological_Process_2018	63	0.356674382716051	1	0.55	Kruskal-Wallis
positive regulation of CREB transcription factor activity (GO:0032793)	GO_Biological_Process_2018	63	0.0696373456790127	1	0.792	Kruskal-Wallis
positive regulation of cyclic nucleotide biosynthetic process (GO:0030804)	GO_Biological_Process_2018	63	0.541859567901241	1	0.462	Kruskal-Wallis
positive regulation of cyclic nucleotide metabolic process (GO:0030801)	GO_Biological_Process_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	GO_Biological_Process_2018	63	0.000771604938250903	1	0.978	Kruskal-Wallis
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	GO_Biological_Process_2018	63	0.0625	1	0.803	Kruskal-Wallis
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001269)	GO_Biological_Process_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
positive regulation of cytokine biosynthetic process (GO:0042108)	GO_Biological_Process_2018	63	0.0326003086419746	1	0.857	Kruskal-Wallis
positive regulation of cytokine production (GO:0001819)	GO_Biological_Process_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
positive regulation of cytokine secretion (GO:0050715)	GO_Biological_Process_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	GO_Biological_Process_2018	63	0.102044753086432	1	0.749	Kruskal-Wallis
positive regulation of cytokinesis (GO:0032467)	GO_Biological_Process_2018	63	0.356674382716051	1	0.55	Kruskal-Wallis
positive regulation of cytoskeleton organization (GO:0051495)	GO_Biological_Process_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
positive regulation of cytosolic calcium ion concentration (GO:0007204)	GO_Biological_Process_2018	63	0.390625	1	0.532	Kruskal-Wallis
positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway (GO:0051482)	GO_Biological_Process_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
positive regulation of defense response (GO:0031349)	GO_Biological_Process_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
positive regulation of defense response to virus by host (GO:0002230)	GO_Biological_Process_2018	63	0.015625	1	0.901	Kruskal-Wallis
