pathway	DB	n	statistic	df	p	method
RNA polymerase II activating transcription factor binding (GO:0001102)	GO_Molecular_Function_2018	63	0.278549382716051	1	0.598	Kruskal-Wallis
RNA polymerase II carboxy-terminal domain kinase activity (GO:0008353)	GO_Molecular_Function_2018	63	0.120563271604908	1	0.728	Kruskal-Wallis
RNA polymerase II core binding (GO:0000993)	GO_Molecular_Function_2018	63	1.17361111111111	1	0.279	Kruskal-Wallis
RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	GO_Molecular_Function_2018	63	1.890625	1	0.169	Kruskal-Wallis
RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979)	GO_Molecular_Function_2018	63	0.765625	1	0.382	Kruskal-Wallis
RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980)	GO_Molecular_Function_2018	63	0.0933641975308888	1	0.76	Kruskal-Wallis
RNA polymerase II regulatory region DNA binding (GO:0001012)	GO_Molecular_Function_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	GO_Molecular_Function_2018	63	0.661172161172175	1	0.416	Kruskal-Wallis
RNA polymerase II repressing transcription factor binding (GO:0001103)	GO_Molecular_Function_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
RNA polymerase II transcription coactivator activity (GO:0001105)	GO_Molecular_Function_2018	63	0.173611111111114	1	0.677	Kruskal-Wallis
RNA polymerase II transcription cofactor activity (GO:0001104)	GO_Molecular_Function_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
RNA polymerase II transcription corepressor activity (GO:0001106)	GO_Molecular_Function_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding (GO:0001133)	GO_Molecular_Function_2018	63	3.11130401234567	1	0.0778	Kruskal-Wallis
RNA polymerase II transcription factor binding (GO:0001085)	GO_Molecular_Function_2018	63	0.694444444444457	1	0.405	Kruskal-Wallis
RNA polymerase III activity (GO:0001056)	GO_Molecular_Function_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
RNA-dependent ATPase activity (GO:0008186)	GO_Molecular_Function_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
rRNA binding (GO:0019843)	GO_Molecular_Function_2018	63	4.34027777777777	1	0.0372	Kruskal-Wallis
S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	GO_Molecular_Function_2018	63	2.41975308641977	1	0.12	Kruskal-Wallis
scavenger receptor activity (GO:0005044)	GO_Molecular_Function_2018	63	2.33410493827157	1	0.127	Kruskal-Wallis
secondary active transmembrane transporter activity (GO:0015291)	GO_Molecular_Function_2018	63	0.102044753086432	1	0.749	Kruskal-Wallis
semaphorin receptor binding (GO:0030215)	GO_Molecular_Function_2018	63	0.5625	1	0.453	Kruskal-Wallis
sequence-specific DNA binding (GO:0043565)	GO_Molecular_Function_2018	63	2.33410493827157	1	0.127	Kruskal-Wallis
sequence-specific double-stranded DNA binding (GO:1990837)	GO_Molecular_Function_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
serine-type endopeptidase activity (GO:0004252)	GO_Molecular_Function_2018	63	1.77777777777777	1	0.182	Kruskal-Wallis
serine-type endopeptidase inhibitor activity (GO:0004867)	GO_Molecular_Function_2018	63	0.5625	1	0.453	Kruskal-Wallis
serine-type peptidase activity (GO:0008236)	GO_Molecular_Function_2018	63	1.32889660493825	1	0.249	Kruskal-Wallis
serotonin receptor activity (GO:0099589)	GO_Molecular_Function_2018	63	0.741512345679013	1	0.389	Kruskal-Wallis
SH2 domain binding (GO:0042169)	GO_Molecular_Function_2018	63	0.00173611111111427	1	0.967	Kruskal-Wallis
SH3 domain binding (GO:0017124)	GO_Molecular_Function_2018	63	1.70447530864197	1	0.192	Kruskal-Wallis
SH3/SH2 adaptor activity (GO:0005070)	GO_Molecular_Function_2018	63	0.210069444444457	1	0.647	Kruskal-Wallis
sialyltransferase activity (GO:0008373)	GO_Molecular_Function_2018	63	0.717785493827165	1	0.397	Kruskal-Wallis
signal sequence binding (GO:0005048)	GO_Molecular_Function_2018	63	0.0771604938271651	1	0.781	Kruskal-Wallis
single-stranded DNA binding (GO:0003697)	GO_Molecular_Function_2018	63	3.46373456790124	1	0.0627	Kruskal-Wallis
single-stranded RNA binding (GO:0003727)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
small GTPase binding (GO:0031267)	GO_Molecular_Function_2018	63	1.46006944444446	1	0.227	Kruskal-Wallis
snoRNA binding (GO:0030515)	GO_Molecular_Function_2018	63	2.96604938271605	1	0.085	Kruskal-Wallis
snRNA binding (GO:0017069)	GO_Molecular_Function_2018	63	0.162229938271565	1	0.687	Kruskal-Wallis
sodium channel activity (GO:0005272)	GO_Molecular_Function_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
sodium ion transmembrane transporter activity (GO:0015081)	GO_Molecular_Function_2018	63	1.63271604938271	1	0.201	Kruskal-Wallis
sodium-independent organic anion transmembrane transporter activity (GO:0015347)	GO_Molecular_Function_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
solute:proton symporter activity (GO:0015295)	GO_Molecular_Function_2018	63	0.23630401234567	1	0.627	Kruskal-Wallis
solute:sodium symporter activity (GO:0015370)	GO_Molecular_Function_2018	63	1.77777777777777	1	0.182	Kruskal-Wallis
spectrin binding (GO:0030507)	GO_Molecular_Function_2018	63	0.541859567901241	1	0.462	Kruskal-Wallis
steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0033764)	GO_Molecular_Function_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
steroid hormone receptor binding (GO:0035258)	GO_Molecular_Function_2018	63	0.945216049382708	1	0.331	Kruskal-Wallis
steroid hydroxylase activity (GO:0008395)	GO_Molecular_Function_2018	63	0.0326003086419746	1	0.857	Kruskal-Wallis
sterol binding (GO:0032934)	GO_Molecular_Function_2018	63	0.000771604938250903	1	0.978	Kruskal-Wallis
sterol transporter activity (GO:0015248)	GO_Molecular_Function_2018	63	0.00019290123455562	1	0.989	Kruskal-Wallis
substrate-specific channel activity (GO:0022838)	GO_Molecular_Function_2018	63	0.0625	1	0.803	Kruskal-Wallis
sulfotransferase activity (GO:0008146)	GO_Molecular_Function_2018	63	1.890625	1	0.169	Kruskal-Wallis
sulfuric ester hydrolase activity (GO:0008484)	GO_Molecular_Function_2018	63	1.05632716049382	1	0.304	Kruskal-Wallis
SUMO transferase activity (GO:0019789)	GO_Molecular_Function_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
syntaxin binding (GO:0019905)	GO_Molecular_Function_2018	63	0.972415123456784	1	0.324	Kruskal-Wallis
syntaxin-1 binding (GO:0017075)	GO_Molecular_Function_2018	63	0.111111111111114	1	0.739	Kruskal-Wallis
taste receptor activity (GO:0008527)	GO_Molecular_Function_2018	63	0.482253086419774	1	0.487	Kruskal-Wallis
TBP-class protein binding (GO:0017025)	GO_Molecular_Function_2018	63	1.39371141975309	1	0.238	Kruskal-Wallis
telomerase RNA binding (GO:0070034)	GO_Molecular_Function_2018	63	0.501736111111114	1	0.479	Kruskal-Wallis
telomeric DNA binding (GO:0042162)	GO_Molecular_Function_2018	63	0.482253086419774	1	0.487	Kruskal-Wallis
thiol-dependent ubiquitin-specific protease activity (GO:0004843)	GO_Molecular_Function_2018	63	3.83506944444446	1	0.0502	Kruskal-Wallis
thiol-dependent ubiquitinyl hydrolase activity (GO:0036459)	GO_Molecular_Function_2018	63	2.82426697530866	1	0.0928	Kruskal-Wallis
thyroid hormone receptor binding (GO:0046966)	GO_Molecular_Function_2018	63	0.130401234567898	1	0.718	Kruskal-Wallis
transcription coactivator activity (GO:0003713)	GO_Molecular_Function_2018	63	2.16743827160491	1	0.141	Kruskal-Wallis
transcription cofactor binding (GO:0001221)	GO_Molecular_Function_2018	63	1.08506944444446	1	0.298	Kruskal-Wallis
transcription corepressor activity (GO:0003714)	GO_Molecular_Function_2018	63	1.49382716049382	1	0.222	Kruskal-Wallis
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	GO_Molecular_Function_2018	63	1.14371141975309	1	0.285	Kruskal-Wallis
transcription factor activity, RNA polymerase II core promoter sequence-specific (GO:0000983)	GO_Molecular_Function_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)	GO_Molecular_Function_2018	63	0.0771604938271651	1	0.781	Kruskal-Wallis
transcription regulatory region DNA binding (GO:0044212)	GO_Molecular_Function_2018	63	1.83658933658936	1	0.175	Kruskal-Wallis
transcription regulatory region sequence-specific DNA binding (GO:0000976)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	GO_Molecular_Function_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0001205)	GO_Molecular_Function_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)	GO_Molecular_Function_2018	63	0.865933641975317	1	0.352	Kruskal-Wallis
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)	GO_Molecular_Function_2018	63	0.815007716049394	1	0.367	Kruskal-Wallis
transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)	GO_Molecular_Function_2018	63	2.41975308641977	1	0.12	Kruskal-Wallis
transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)	GO_Molecular_Function_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)	GO_Molecular_Function_2018	63	0.0123456790123271	1	0.912	Kruskal-Wallis
transferase activity, transferring amino-acyl groups (GO:0016755)	GO_Molecular_Function_2018	63	0.790123456790155	1	0.374	Kruskal-Wallis
transferase activity, transferring hexosyl groups (GO:0016758)	GO_Molecular_Function_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
transferase activity, transferring pentosyl groups (GO:0016763)	GO_Molecular_Function_2018	63	1.36111111111111	1	0.243	Kruskal-Wallis
transforming growth factor beta binding (GO:0050431)	GO_Molecular_Function_2018	63	1.52797067901233	1	0.216	Kruskal-Wallis
transforming growth factor beta receptor binding (GO:0005160)	GO_Molecular_Function_2018	63	0.00482253086420315	1	0.945	Kruskal-Wallis
transition metal ion binding (GO:0046914)	GO_Molecular_Function_2018	63	0.615588115588139	1	0.433	Kruskal-Wallis
transition metal ion transmembrane transporter activity (GO:0046915)	GO_Molecular_Function_2018	63	0.945216049382708	1	0.331	Kruskal-Wallis
translation factor activity, RNA binding (GO:0008135)	GO_Molecular_Function_2018	63	1.32889660493825	1	0.249	Kruskal-Wallis
translation initiation factor activity (GO:0003743)	GO_Molecular_Function_2018	63	1.46006944444446	1	0.227	Kruskal-Wallis
transmembrane receptor protein kinase activity (GO:0019199)	GO_Molecular_Function_2018	63	0.0192901234568126	1	0.89	Kruskal-Wallis
transmembrane receptor protein phosphatase activity (GO:0019198)	GO_Molecular_Function_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
transmembrane receptor protein serine/threonine kinase binding (GO:0070696)	GO_Molecular_Function_2018	63	0	1	1	Kruskal-Wallis
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	GO_Molecular_Function_2018	63	0.0850694444444571	1	0.771	Kruskal-Wallis
transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	GO_Molecular_Function_2018	63	0.626736111111114	1	0.429	Kruskal-Wallis
transmembrane-ephrin receptor activity (GO:0005005)	GO_Molecular_Function_2018	63	0.222993827160508	1	0.637	Kruskal-Wallis
transmitter-gated ion channel activity (GO:0022824)	GO_Molecular_Function_2018	63	0.0557484567901554	1	0.813	Kruskal-Wallis
transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1904315)	GO_Molecular_Function_2018	63	0.26408179012347	1	0.607	Kruskal-Wallis
triglyceride lipase activity (GO:0004806)	GO_Molecular_Function_2018	63	0.32426697530866	1	0.569	Kruskal-Wallis
tRNA binding (GO:0000049)	GO_Molecular_Function_2018	63	3.16049382716051	1	0.0754	Kruskal-Wallis
tubulin binding (GO:0015631)	GO_Molecular_Function_2018	63	3.46373456790124	1	0.0627	Kruskal-Wallis
tumor necrosis factor receptor superfamily binding (GO:0032813)	GO_Molecular_Function_2018	63	2.91840277777777	1	0.0876	Kruskal-Wallis
tumor necrosis factor-activated receptor activity (GO:0005031)	GO_Molecular_Function_2018	63	0.023341049382708	1	0.879	Kruskal-Wallis
ubiquitin binding (GO:0043130)	GO_Molecular_Function_2018	63	0.00019290123455562	1	0.989	Kruskal-Wallis
ubiquitin conjugating enzyme activity (GO:0061631)	GO_Molecular_Function_2018	63	0.00308641975308888	1	0.956	Kruskal-Wallis
ubiquitin conjugating enzyme binding (GO:0031624)	GO_Molecular_Function_2018	63	1.17361111111111	1	0.279	Kruskal-Wallis
ubiquitin protein ligase activity (GO:0061630)	GO_Molecular_Function_2018	63	0.583526234567898	1	0.445	Kruskal-Wallis
ubiquitin protein ligase binding (GO:0031625)	GO_Molecular_Function_2018	63	0.0277777777777715	1	0.868	Kruskal-Wallis
ubiquitin-like protein conjugating enzyme activity (GO:0061650)	GO_Molecular_Function_2018	63	0.00945216049382225	1	0.923	Kruskal-Wallis
ubiquitin-like protein conjugating enzyme binding (GO:0044390)	GO_Molecular_Function_2018	63	0.945216049382708	1	0.331	Kruskal-Wallis
ubiquitin-like protein ligase activity (GO:0061659)	GO_Molecular_Function_2018	63	0.583526234567898	1	0.445	Kruskal-Wallis
ubiquitin-like protein ligase binding (GO:0044389)	GO_Molecular_Function_2018	63	0.0493827160493936	1	0.824	Kruskal-Wallis
ubiquitin-like protein-specific protease activity (GO:0019783)	GO_Molecular_Function_2018	63	1.890625	1	0.169	Kruskal-Wallis
ubiquitin-protein transferase activity (GO:0004842)	GO_Molecular_Function_2018	63	0.0378086419753174	1	0.846	Kruskal-Wallis
ubiquitin-specific protease binding (GO:1990381)	GO_Molecular_Function_2018	63	0.30864197530866	1	0.579	Kruskal-Wallis
UDP-galactosyltransferase activity (GO:0035250)	GO_Molecular_Function_2018	63	0.0933641975308888	1	0.76	Kruskal-Wallis
UDP-glycosyltransferase activity (GO:0008194)	GO_Molecular_Function_2018	63	0.0434027777777715	1	0.835	Kruskal-Wallis
voltage-gated anion channel activity (GO:0008308)	GO_Molecular_Function_2018	63	0.173611111111114	1	0.677	Kruskal-Wallis
voltage-gated calcium channel activity (GO:0005245)	GO_Molecular_Function_2018	63	0.37345679012347	1	0.541	Kruskal-Wallis
voltage-gated cation channel activity (GO:0022843)	GO_Molecular_Function_2018	63	1.39371141975309	1	0.238	Kruskal-Wallis
voltage-gated ion channel activity (GO:0005244)	GO_Molecular_Function_2018	63	4.3402777777778	1	0.0372	Kruskal-Wallis
voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)	GO_Molecular_Function_2018	63	0.604938271604908	1	0.437	Kruskal-Wallis
voltage-gated potassium channel activity (GO:0005249)	GO_Molecular_Function_2018	63	0.840277777777771	1	0.359	Kruskal-Wallis
voltage-gated sodium channel activity (GO:0005248)	GO_Molecular_Function_2018	63	1.20389660493825	1	0.273	Kruskal-Wallis
Wnt-activated receptor activity (GO:0042813)	GO_Molecular_Function_2018	63	3.11130401234567	1	0.0778	Kruskal-Wallis
WW domain binding (GO:0050699)	GO_Molecular_Function_2018	63	0	1	1	Kruskal-Wallis
zinc ion binding (GO:0008270)	GO_Molecular_Function_2018	63	0.0933641975308888	1	0.76	Kruskal-Wallis
zinc ion transmembrane transporter activity (GO:0005385)	GO_Molecular_Function_2018	63	1	1	0.317	Kruskal-Wallis
